,QQQ_close,QQQ_return,QQQ_SMA50,QQQ_SMA200,QQQ_Vol,LQD_close,LQD_return,LQD_SMA50,LQD_SMA200,LQD_Vol,VNQ_close,VNQ_return,VNQ_SMA50,VNQ_SMA200,VNQ_Vol,USO_close,USO_return,USO_SMA50,USO_SMA200,USO_Vol,PZA_close,PZA_return,PZA_SMA50,PZA_SMA200,PZA_Vol,VMBS_close,VMBS_return,VMBS_SMA50,VMBS_SMA200,VMBS_Vol,TLT_close,TLT_return,TLT_SMA50,TLT_SMA200,TLT_Vol
2011-05-16,57.4,0.06572595618269594,,,48910971,111.01,0.0028003613369467217,,,585864.0,60.64,0.002314049586776834,,,2116850,38.5,-0.023586101952827843,,,14314043,23.1,-0.0008650519031141446,,,289156,51.15,0.0005633670571112415,,,1835.0,95.59,0.005575426046707355,,,5071458.0
2011-05-17,53.07,-0.07543554006968634,,,62987192,111.16,0.0013512296189530648,,,1124578.0,60.6,-0.0006596306068601399,,,2164521,38.56,0.0015584415584415368,,,18866340,23.19,0.003896103896103842,,,91765,51.0951,-0.0010733137829911366,,,3222.0,96.57,0.010252118422429124,,,8337849.0
2011-05-18,58.02,0.09327303561334088,,,30186034,110.93,-0.002069089600575613,,,463151.0,61.2,0.00990099009900991,,,1294698,39.52,0.024896265560165887,,,14820483,23.2,0.00043122035360054767,,,59116,51.052,-0.000843525112975696,,,4819.0,95.29,-0.01325463394428894,,,6485656.0
2011-05-19,58.21,0.00327473285074098,,,31104357,111.088,0.0014243216442799689,,,412881.0,61.43,0.0037581699346405095,,,1315885,39.06,-0.011639676113360364,,,13163965,23.18,-0.0008620689655172153,,,86376,51.188,0.002663950481861743,,,4992.0,95.29,0.0,,,7417263.0
2011-05-20,57.79,-0.007215255110805785,,,34981907,111.02,-0.0006121273224830581,,,541683.0,60.67,-0.012371805306853334,,,1325691,39.48,0.01075268817204278,,,18983318,23.23,0.002157031924072461,,,151536,51.32,0.002578729389700607,,,2421.0,95.33,0.00041977122468250805,,,4882323.0
2011-05-23,56.93,-0.014881467381899993,,,37559521,110.96,-0.0005404431633939666,,,1149763.0,60.04,-0.0103840448327015,,,1766071,38.46,-0.02583586626139811,,,16093198,23.25,0.0008609556607834801,,,79356,51.2,-0.002338269680436378,,,3137.0,95.75,0.004405748452743108,,,5803022.0
2011-05-24,56.57,-0.006323555243281209,,,32649860,111.0901,0.0011724945926461228,,,574649.0,60.26,0.003664223850766035,,,1283209,39.3,0.021840873634945357,,,12797321,23.22,-0.001290322580645209,,,72236,51.22,0.0003906249999998668,,,2145.0,96.13,0.003968668407310583,,,4669077.0
2011-05-25,56.79,0.003888987095633789,,,31157390,110.87,-0.001981274659038079,,,650794.0,60.55,0.004812479256554925,,,1330020,39.94,0.016284987277353613,,,18923381,23.27,0.0021533161068045814,,,114664,51.3,0.0015618898867628683,,,4570.0,95.69,-0.004577135129512078,,,5132617.0
2011-05-26,57.16,0.00651523155485112,,,35187335,111.34,0.004239199061964349,,,1005882.0,61.36,0.01337737407101569,,,1056463,39.59,-0.00876314471707551,,,12077041,23.28,0.0004297378599056323,,,206116,51.33,0.0005847953216373547,,,9741.0,96.5,0.00846483436095724,,,7194440.0
2011-05-27,52.95,-0.07365290412876124,,,29263923,111.45,0.000987964792527496,,,483350.0,61.67,0.005052151238591929,,,927076,39.7,0.00277847941399334,,,6897278,23.27,-0.0004295532646049205,,,128908,51.06,-0.005260081823494911,,,2156.0,96.47,-0.00031088082901553626,,,4895097.0
2011-05-31,53.81,0.01624173748819646,,,41202380,111.46,8.972633467907443e-05,,,867640.0,62.7,0.016701799902707926,,,1586211,40.5,0.02015113350125941,,,9823831,23.28,0.0004297378599056323,,,201746,51.2525,0.003770074422248193,,,3644.0,96.69,0.0022805017103761926,,,6377316.0
2011-06-01,52.64,-0.021743170414421087,,,48775726,111.53,0.0006280279921049292,,,1363474.0,60.87,-0.029186602870813427,,,2729130,39.52,-0.024197530864197403,,,11587861,23.28,0.0,,,279639,51.252,-9.755621676932336e-06,,,948.0,97.64,0.009825214603371712,,,11303353.0
2011-06-02,57.2,0.08662613981762912,,,41459625,110.56,-0.008697211512597502,,,1176460.0,60.45,-0.00689995071463767,,,2040410,39.67,0.00379554655870451,,,15071889,23.29,0.00042955326460480947,,,249776,51.41,0.0030828065246233383,,,4726.0,95.81,-0.018742318721835294,,,13837140.0
2011-06-03,56.358,-0.014720279720279783,,,40148055,110.85,0.0026230101302460174,,,653112.0,60.6685,0.003614557485525305,,,1823081,39.65,-0.0005041593143434442,,,11075202,23.33,0.0017174753112922936,,,203889,51.484,0.0014394086753550805,,,9155.0,96.33,0.005427408412483015,,,8866456.0
2011-06-06,51.53,-0.08566663117924689,,,41546039,110.62,-0.00207487595850242,,,429251.0,59.8,-0.014315501454626456,,,1142220,39.01,-0.016141235813367016,,,10222085,23.37,0.0017145306472354793,,,255907,51.504,0.00038847020433530055,,,4670.0,95.61,-0.007474307069448738,,,7696960.0
2011-06-07,55.77,0.08228216572870184,,,35944220,111.0,0.0034351835111190443,,,391331.0,60.44,0.01070234113712365,,,1130733,39.05,0.0010253781081772662,,,8622502,23.39,0.0008557980316645786,,,177716,51.547,0.0008348866107485975,,,2850.0,96.05,0.004602029076456349,,,6599388.0
2011-06-08,51.07,-0.08427469965931511,,,44702264,111.05,0.00045045045045033483,,,435093.0,60.2597,-0.002983123759099815,,,1474881,39.83,0.019974391805377856,,,16736535,23.41,0.0008550662676356513,,,183682,51.6,0.0010281878673832345,,,2451.0,96.78,0.007600208224882943,,,7949951.0
2011-06-09,51.17,0.001958096729978598,,,36233241,110.75,-0.0027014858171994227,,,1248171.0,59.59,-0.01111356345949277,,,1341873,40.13,0.0075320110469496715,,,7764985,23.37,-0.0017086715079025483,,,47207,51.46,-0.002713178294573626,,,5358.0,96.42,-0.0037197768133911957,,,9432152.0
2011-06-10,50.38,-0.015438733632988089,,,48740616,110.61,-0.0012641083521445218,,,1103615.0,58.1,-0.025004195334787704,,,1952326,39.07,-0.026414153999501644,,,10987730,23.4,0.0012836970474967568,,,147747,51.4499,-0.00019626894675484063,,,6492.0,97.12,0.007259904584111299,,,6823239.0
2011-06-13,50.38,0.0,,,35019206,110.77,0.0014465238224392607,,,893766.0,58.37,0.00464716006884669,,,1684263,38.27,-0.020476068594829755,,,12135799,23.38,-0.0008547008547008517,,,132627,51.4035,-0.000901848205730249,,,3646.0,96.645,-0.0048908566721582725,,,4854278.0
2011-06-14,51.03,0.012901945216355681,,,36753578,110.4,-0.003340254581565283,,,627985.0,59.23,0.0147335960253554,,,1099227,39.11,0.021949307551606845,,,7485402,23.33,-0.002138579982891353,,,62913,51.33,-0.001429863725232794,,,7518.0,95.19,-0.015055098556573054,,,7247045.0
2011-06-15,50.06,-0.01900842641583378,,,54610847,111.03,0.0057065217391303324,,,1001076.0,58.26,-0.016376836062806044,,,1717978,37.58,-0.03912042955765793,,,19684949,23.232,-0.004200600085726536,,,102787,51.394,0.001246834210013592,,,1657.0,96.91,0.01806912490807866,,,11494961.0
2011-06-16,49.87,-0.003795445465441527,,,54016093,110.83,-0.0018013149599207523,,,985631.0,58.7201,0.00789735667696534,,,2055150,37.41,-0.004523682810005369,,,9632709,23.27,0.0016356749311294827,,,130635,51.2382,-0.003031482274195363,,,2821.0,97.38,0.00484986069549076,,,10118556.0
2011-06-17,49.71,-0.003208341688389793,,,58917610,110.86,0.0002706848326265998,,,533959.0,59.29,0.009705364943179529,,,1859135,36.63,-0.020850040096230815,,,12293673,23.3,0.0012892135797164528,,,74104,51.4,0.003157800234981023,,,5641.0,96.9,-0.004929143561306137,,,8917824.0
2011-06-20,54.07,0.08770871052102192,,,34341645,110.88,0.00018040772145044848,,,608217.0,60.02,0.012312362961713674,,,1833515,36.74,0.0030030030030030463,,,6098923,23.38,0.0034334763948498104,,,116801,51.36,-0.0007782101167315147,,,3434.0,97.0,0.0010319917440659854,,,6332540.0
2011-06-21,55.225,0.02136119844645834,,,46667167,110.85,-0.00027056277056281,,,681448.0,60.48,0.007664111962679021,,,1342330,36.79,0.0013609145345672147,,,9351442,23.32,-0.0025662959794695572,,,95492,51.301,-0.0011487538940809783,,,1095.0,96.61,-0.0040206185567009944,,,7068222.0
2011-06-22,54.835,-0.007062019013128085,,,33453246,111.0,0.0013531799729364913,,,684565.0,60.29,-0.0031415343915343064,,,2141662,37.1,0.00842620277249262,,,8530805,23.33,0.0004288164665522398,,,57539,51.49,0.003684138710746465,,,743.0,96.63,0.000207017907049023,,,5261432.0
2011-06-23,55.34,0.009209446521382336,,,70250950,111.3,0.002702702702702675,,,749174.0,59.05,-0.02056725825178307,,,2521357,35.99,-0.029919137466307255,,,21820735,23.4,0.0030004286326619223,,,90026,51.5599,0.001357545154398787,,,7118.0,97.37,0.0076580772016972,,,7906276.0
2011-06-24,54.38,-0.017347307553306823,,,45009221,111.36,0.0005390835579515141,,,704379.0,58.55,-0.008467400508044065,,,2017503,35.81,-0.00500138927479854,,,11563571,23.35,-0.002136752136752018,,,64404,51.39,-0.0032951964608154416,,,1765.0,96.99,-0.003902639416658249,,,7354762.0
2011-06-27,55.24,0.015814637734461234,,,42185448,110.98,-0.003412356321839005,,,909448.0,58.85,0.00512382578992332,,,1195789,35.63,-0.005026528902541183,,,6988692,23.38,0.0012847965738755907,,,51134,51.45,0.0011675423234092097,,,4205.0,95.68,-0.01350654706670773,,,8537024.0
2011-06-28,56.07,0.015025343953656733,,,36046295,110.26,-0.0064876554334114545,,,837235.0,59.32,0.007986406117247213,,,1211055,36.4399,0.022730844793713123,,,9074118,23.31,-0.0029940119760478723,,,68929,51.25,-0.0038872691933916625,,,17440.0,94.89,-0.008256688963210745,,,11061487.0
2011-06-29,56.3,0.004102015337970277,,,54222203,109.97,-0.0026301469254490506,,,1020085.0,59.95,0.010620364126770143,,,2012684,37.23,0.021682276844886994,,,14786198,23.28,-0.0012870012870012104,,,98130,51.08,-0.0033170731707317103,,,6643.0,94.25,-0.006744651701970694,,,10227132.0
2011-06-30,57.03,0.01296625222024872,,,41076847,110.09,0.0010912066927344366,,,882771.0,60.09,0.0023352793994995125,,,1701108,37.24,0.0002686005909213751,,,9429818,23.19,-0.0038659793814432852,,,119174,51.14,0.0011746280344557825,,,3358.0,94.1,-0.0015915119363395513,,,10899771.0
2011-07-01,57.91,0.015430475188497272,,,42489547,109.72,-0.003360886547370323,,,1200875.0,61.15,0.017640206357130817,,,1511013,37.15,-0.0024167561761547773,,,9601049,23.21,0.0008624407072013174,,,72699,51.09,-0.000977708251857612,,,39383.0,93.6,-0.005313496280552554,,,6161976.0
2011-07-05,58.19,0.004835088931099962,,,40964412,110.09,0.0033722201968648946,,,1093759.0,61.64,0.008013082583810283,,,1639514,37.96,0.02180349932705261,,,8404047,23.2,-0.00043084877208110495,,,98734,51.23,0.002740262282246997,,,11369.0,93.84,0.002564102564102555,,,3883255.0
2011-07-06,58.38,0.0032651658360542957,,,39890208,110.33,0.0021800345172131586,,,1293040.0,62.09,0.007300454250486643,,,1505364,37.9,-0.0015806111696523573,,,6976507,23.23,0.001293103448275934,,,125331,51.223,-0.00013663868826852,,,5790.0,94.29,0.004795396419437381,,,4936018.0
2011-07-07,54.7,-0.06303528605686881,,,45327614,110.35,0.0001812743587419341,,,1373224.0,62.86,0.012401352874858995,,,1435459,38.61,0.018733509234828416,,,12790808,23.15,-0.0034438226431339203,,,238565,51.15,-0.0014251410499189765,,,4234.0,94.05,-0.0025453388482342687,,,5882206.0
2011-07-08,54.55,-0.002742230347349328,,,47375834,111.07,0.006524694154961486,,,1034603.0,62.73,-0.0020680878141903225,,,1808319,37.78,-0.021497021497021485,,,8331657,23.19,0.0017278617710583255,,,475861,51.13,-0.0003910068426197233,,,17205.0,95.36,0.013928761297182346,,,9802620.0
2011-07-11,57.97,0.06269477543538038,,,42785961,111.459,0.0035022958494643763,,,1376321.0,61.61,-0.017854296190020658,,,1848367,37.29,-0.012969825304393945,,,7493383,23.27,0.0034497628288054916,,,126786,51.37,0.0046939174652844695,,,15742.0,96.77,0.014786073825503232,,,7572894.0
2011-07-12,53.16,-0.0829739520441608,55.34500800000001,,63401021,111.52,0.0005472864461371074,110.80094200000002,,658709.0,61.88,0.004382405453660088,60.53476600000001,,2030046,37.925,0.017028694019844304,38.832816,,10931046,23.4,0.005586592178770999,23.229840000000003,,74539,51.311,-0.0011485302705859235,51.234922,,22492.0,97.13,0.003720161206985706,95.69890200000002,,8377124.0
2011-07-13,57.73,0.08596689240030098,55.31976,,61242332,111.79,0.0024210903873744805,110.83054200000001,,1000987.0,61.26,-0.010019392372333624,60.52196600000001,,1737393,38.36,0.01147000659195796,38.701226,,10438405,23.45,0.002136752136752129,23.243840000000006,,106666,51.4385,0.002484847303696913,51.248292,,8999.0,97.38,0.0025738700710387086,95.77390200000002,,12225079.0
2011-07-14,57.07,-0.011432530746578795,55.28736000000001,,65568371,111.13,-0.0059039270059935145,110.84814200000001,,724930.0,60.66,-0.009794319294809006,60.50736600000001,,1634005,37.53,-0.02163712200208545,38.569426,,9948187,23.38,-0.0029850746268657025,23.255040000000008,,60721,51.49,0.0010011956025157698,51.260912,,3697.0,96.03,-0.013863216266173706,95.81150200000002,,10250604.0
2011-07-15,57.84,0.013492202558261779,55.272160000000014,,56659983,111.36,0.002069648159812809,110.86734200000001,,517942.0,61.37,0.011704582921200135,60.513766000000004,,1487066,38.13,0.015987210231814597,38.466826000000005,,9259797,23.27,-0.0047048759623610215,23.261640000000007,,67599,51.3,-0.0036900369003690647,51.27056,,2799.0,96.16,0.0013537436217847532,95.84290200000001,,6545839.0
2011-07-18,57.53,-0.005359612724758045,55.25716000000001,,43251937,110.94,-0.0037715517241379004,110.870342,,1128131.0,60.91,-0.0074955189832165425,60.51256600000001,,1232506,37.59,-0.014162077104642012,38.432066000000006,,8268692,23.34,0.003008165019338316,23.267840000000007,,93232,51.4,0.0019493177387914784,51.27880000000001,,11290.0,95.24,-0.009567387687188011,95.838502,,6870068.0
2011-07-19,58.86,0.023118373022770644,55.26476000000002,,50005601,111.48,0.004867495943753353,110.88454199999998,,1168028.0,61.94,0.016910195370218428,60.54236600000001,,1317445,38.26,0.017823889332269083,38.419866000000006,,7413106,23.35,0.00042844901456740025,23.274840000000005,,54306,51.49,0.0017509727626459082,51.287800000000004,,7357.0,97.24,0.020999580008399743,95.8819,,12863469.0
2011-07-20,58.6,-0.004417261297995245,55.26316000000001,,45274000,111.28,-0.0017940437746680749,110.89154199999997,,948811.0,62.39,0.007265095253471188,60.57476600000001,,1349431,38.41,0.003920543648719299,38.370298000000005,,6831589,23.312,-0.0016274089935760516,23.279280000000004,,111546,51.45,-0.00077684987376192,51.294256000000004,,8933.0,96.07,-0.012032085561497374,95.9039,,8753911.0
2011-07-21,58.995,0.006740614334470818,55.35146000000002,,55865686,111.06,-0.001976994967649137,110.90454199999998,,913030.0,62.89,0.008014104824491053,60.59756600000001,,1328037,38.73,0.008331163759437654,38.32349800000001,,8228032,23.25,-0.0026595744680851796,23.282280000000004,,93358,51.42,-0.0005830903790087216,51.30149600000001,,6619.0,95.35,-0.007494535234724653,95.92469999999999,,10512699.0
2011-07-22,59.61,0.0104246122552758,55.36846000000001,,39222636,111.5,0.0039618224383215495,110.92194199999999,,1104467.0,63.2,0.004929241532835249,60.639966,,1157331,38.94,0.005422153369481153,38.31549800000001,,4763718,23.29,0.0017204301075268713,23.285880000000006,,58916,51.28,-0.002722676001555846,51.30909600000001,,14418.0,96.05,0.007341373885684455,95.94930000000001,,4372930.0
2011-07-25,59.48,-0.0021808421405804523,55.37586000000001,,45595156,110.95,-0.004932735426008916,110.93314199999998,,1131369.0,62.58,-0.009810126582278533,60.668566,,2381786,38.67,-0.006933744221879756,38.30349800000001,,3845610,23.28,-0.0004293688278229624,23.28908000000001,,99533,51.3625,0.001608814352574095,51.31834600000001,,9636.0,95.04,-0.010515356585111824,95.96530000000001,,9779814.0
2011-07-26,55.11,-0.07347007397444516,55.40086000000001,,34884007,111.46,0.004596665164488423,110.94834199999997,,890923.0,62.72,0.0022371364653244186,60.712965999999994,,1728882,38.8,0.0033617791569691136,38.29089800000001,,8744283,23.3,0.0008591065292096189,23.292680000000008,,121959,51.38,0.00034071550255543315,51.32352200000001,,3985.0,95.65,0.006418350168350129,95.9771,,6366151.0
2011-07-27,58.09,0.05407367084013792,55.41466000000001,,72262360,111.14,-0.0028709851067646452,110.95094199999998,,740634.0,60.96,-0.028061224489795866,60.719366,,1745339,37.97,-0.02139175257731951,38.28029800000001,,9981905,23.25,-0.0021459227467811592,23.29568000000001,,122469,51.175,-0.003989879330478896,51.324022000000014,,9992.0,95.68,0.0003136434918975528,95.9789,,9875261.0
2011-07-28,53.78,-0.0741952143226029,55.428860000000014,,58806706,111.36,0.0019794853338130913,110.95494199999997,,814271.0,61.02,0.0009842519685039353,60.727766,,2064514,37.9,-0.0018435607058203685,38.26709800000001,,4809825,23.23,-0.0008602150537634357,23.29648000000001,,102528,51.3762,0.003931607230092782,51.329644000000016,,9496.0,96.01,0.003448996655518455,95.96770000000001,,6381010.0
2011-07-29,53.6,-0.0033469691335068497,55.340460000000014,,74573024,112.37,0.009069683908045967,110.98374199999996,,1576451.0,61.05,0.000491642084562427,60.72476600000001,,1884515,37.41,-0.012928759894459185,38.22489800000002,,7525494,23.3,0.0030133448127420692,23.29848000000001,,100222,51.4045,0.0005508387152028948,51.336694000000016,,13029.0,97.91,0.019789605249453057,96.0201,,16495160.0
2011-08-01,57.76,0.07761194029850738,55.331460000000014,,76375076,112.24,-0.0011568924090060717,111.00678199999997,,2098028.0,60.09,-0.015724815724815655,60.697966000000015,,2551212,37.2,-0.005613472333600433,38.18769800000002,,12974182,23.37,0.0030042918454935563,23.302280000000007,,93963,51.53,0.0024414204982055043,51.34353400000002,,99482.0,98.57,0.006740884485752163,96.0857,,13614293.0
2011-08-02,56.27,-0.02579639889196672,55.301060000000014,,77303847,113.22,0.008731290092658606,111.05078199999997,,1367914.0,58.18,-0.03178565485105678,60.64816600000001,,3106364,36.39,-0.021774193548387166,38.12589800000002,,9901095,23.55,0.007702182284980763,23.308680000000003,,228981,51.71,0.0034931108092373098,51.351334000000016,,50125.0,101.53,0.030029420716242372,96.2097,,18616086.0
2011-08-03,56.8,0.009418873289496865,55.29846000000002,,90357718,113.2,-0.00017664723547072825,111.09558199999996,,1966627.0,57.75,-0.007390855964248932,60.60236600000001,,4609037,35.87,-0.014289640010992088,38.07409800000002,,13801006,23.779,0.009723991507430974,23.319260000000003,,163809,51.6965,-0.00026107135950492744,51.36126400000002,,11852.0,101.75,0.0021668472372697867,96.32969999999999,,20379246.0
2011-08-04,54.19,-0.04595070422535208,55.25086000000002,,107948678,114.0,0.007067137809187329,111.15377999999995,,2130163.0,54.87,-0.04987012987012995,60.494566000000006,,4379380,33.72,-0.05993866741009202,37.96249800000002,,25580858,23.93,0.006350140880609034,23.333460000000006,,213342,51.79,0.001808633079608768,51.37266400000002,,5191.0,105.37,0.0355773955773957,96.51449999999998,,29712456.0
2011-08-05,53.84,-0.0064587562280862265,55.19186000000003,,185133597,112.59,-0.012368421052631584,111.18817999999996,,2325275.0,53.52,-0.02460360852925081,60.353966,,6430056,33.95,0.006820877817319326,37.84269800000002,,21275705,23.86,-0.0029251984956122357,23.345260000000003,,132316,51.81,0.00038617493724668606,51.38286400000002,,6981.0,102.32,-0.02894562019550162,96.6471,,36487102.0
2011-08-08,50.62,-0.059806835066864905,55.061060000000026,,184267190,111.53,-0.009414690469846332,111.19197999999994,,2410578.0,48.89,-0.08650971599402102,60.104566,,8645394,31.5152,-0.07171723122238594,37.68120200000002,,26532222,23.74,-0.005029337803855838,23.354460000000003,,354192,51.77,-0.0007720517274657501,51.39166400000002,,5358.0,105.54,0.03146989835809233,96.82789999999999,,34547504.0
2011-08-09,53.06,0.04820229158435407,55.06326000000003,,168578291,112.53,0.008966197435667622,111.21357999999995,,2017983.0,53.32,0.09061157700961342,59.937566,,7295321,31.63,0.0036426867035588284,37.51980200000002,,29453962,23.76,0.0008424599831509116,23.364260000000005,,190194,52.15,0.007340158392891594,51.41346400000002,,10481.0,105.86,0.003032025772218949,97.01569999999998,,38532998.0
2011-08-10,50.89,-0.04089709762532989,55.00486000000003,,157140639,113.5,0.008619923575935218,111.25437999999994,,1213161.0,52.1,-0.022880720180044944,59.725566,,7488219,31.793,0.00515333544103691,37.34566200000002,,22748264,24.08,0.013468013468013407,23.380260000000003,,295410,52.388,0.004563758389261707,51.43617400000002,,6651.0,109.02,0.02985074626865658,97.2623,,43738827.0
2011-08-11,53.1,0.04342699941049322,55.01406000000003,,116847069,111.2,-0.02026431718061672,111.24777999999995,,1823701.0,54.82,0.052207293666026944,59.604566000000005,,4257914,33.3,0.04740037115088214,37.22126200000002,,20901443,23.8,-0.011627906976744096,23.390660000000004,,124109,52.42,0.0006108269069253769,51.45953400000002,,9227.0,103.59,-0.049807374793615744,97.3813,,34439016.0
2011-08-12,53.57,0.008851224105461464,54.941460000000035,,71564433,112.59,0.012499999999999956,111.28837999999995,,1441292.0,54.79,-0.0005472455308281887,59.491366000000006,,3952764,33.23,-0.0021021021021021546,37.09246200000002,,11024317,23.87,0.002941176470588225,23.402260000000002,,471150,52.41,-0.00019076688286923105,51.47953400000002,,8840.0,105.57,0.019113814074717572,97.57649999999998,,14803576.0
2011-08-15,54.3429,0.014427851409370973,54.90115800000003,,61096424,112.68,0.0007993605115907965,111.32497999999994,,1763467.0,56.81,0.03686804161343327,59.414196000000004,,2475961,34.24,0.030394222088474532,36.984262000000015,,9527049,23.9,0.0012568077084205154,23.413660000000004,,52094,52.08,-0.006296508299942771,51.49145400000002,,5304.0,104.52,-0.00994600738846263,97.74029999999999,,9236671.0
2011-08-16,53.88,-0.008518132083492058,54.94815800000003,,80575240,113.13,0.003993610223641975,111.37517999999994,,1637250.0,56.62,-0.0033444816053512794,59.350595999999996,,2657772,33.83,-0.01197429906542069,36.880662000000015,,12165984,23.82,-0.0033472803347279756,23.422660000000004,,145162,52.0901,0.00019393241167442454,51.503176000000025,,9681.0,106.25,0.01655185610409493,97.95309999999999,,14542672.0
2011-08-17,53.58,-0.005567928730512373,54.90435800000003,,75362292,113.47,0.003005392026871778,111.42457999999995,,993934.0,56.77,0.002649240551042098,59.277195999999996,,2204704,34.02,0.005616316878510386,36.780062000000015,,13462410,23.889,0.0028967254408061027,23.432640000000003,,34900,52.38,0.005565356948825206,51.519836000000026,,7949.0,108.06,0.017035294117647037,98.1933,,14126812.0
2011-08-18,50.97,-0.048712206047032414,54.90235800000002,,112536537,113.55,0.0007050321670925008,111.47457999999995,,1305266.0,54.24,-0.04456579179143916,59.15680199999999,,3334238,31.75,-0.06672545561434462,36.618462000000015,,18448642,23.88,-0.0003767424337561831,23.442040000000002,,97927,52.426,0.0008781977854142031,51.536356000000026,,2391.0,110.28,0.02054414214325373,98.4633,,24670609.0
2011-08-19,50.05,-0.018049833235236457,54.87995800000002,,86714343,113.42,-0.0011448701012769513,111.52797999999996,,1609612.0,53.21,-0.018989675516224214,59.029201999999984,,3215922,32.1372,0.012195275590551224,36.45860600000001,,15957113,23.8801,4.187604690120139e-06,23.452242000000005,,75789,52.37,-0.0010681722809293692,51.55455600000002,,13255.0,111.23,0.008614435981138868,98.75949999999999,,14285128.0
2011-08-22,50.2,0.0029970029970030065,54.87635800000002,,67786307,112.99,-0.0037912184799859805,111.57557999999996,,1429389.0,53.29,0.0015034767900770074,58.93300199999999,,2169884,32.72,0.018134747271075335,36.331606000000015,,13869780,23.95,0.0029271234207561836,23.463242000000005,,103802,52.21,-0.003055184265800981,51.56975800000002,,6245.0,110.89,-0.0030567292996493967,99.0349,,12586679.0
2011-08-23,52.27,0.041235059760956094,54.914158000000015,,67042400,111.7,-0.011416939552172711,111.59417999999994,,2297663.0,54.61,0.024770125727153314,58.85780199999999,,2589630,33.43,0.02169926650366749,36.23480600000002,,16947607,23.89,-0.0025052192066805645,23.473442000000006,,50708,52.216,0.00011492051331152275,51.58600800000002,,10651.0,109.42,-0.013256380196591255,99.29039999999999,,12771179.0
