,Date,TLT_close_price
0,2021-01-13 00:00:00-05:00,136.52
1,2021-01-14 00:00:00-05:00,137.97097778320312
2,2021-01-15 00:00:00-05:00,137.97879028320312
3,2021-01-16 00:00:00-05:00,138.35874938964844
4,2021-01-17 00:00:00-05:00,138.41221618652344
5,2021-01-18 00:00:00-05:00,138.57046508789062
6,2021-01-19 00:00:00-05:00,139.2067108154297
7,2021-01-20 00:00:00-05:00,139.88172912597656
8,2021-01-21 00:00:00-05:00,139.54519653320312
9,2021-01-22 00:00:00-05:00,138.96661376953125
10,2021-01-23 00:00:00-05:00,139.71481323242188
11,2021-01-24 00:00:00-05:00,138.97793579101562
12,2021-01-25 00:00:00-05:00,139.03683471679688
13,2021-01-26 00:00:00-05:00,139.24310302734375
14,2021-01-27 00:00:00-05:00,138.44517517089844
15,2021-01-28 00:00:00-05:00,139.42062377929688
16,2021-01-29 00:00:00-05:00,139.50271606445312
17,2021-01-30 00:00:00-05:00,139.30079650878906
18,2021-01-31 00:00:00-05:00,139.47552490234375
19,2021-02-01 00:00:00-05:00,139.20213317871094
20,2021-02-02 00:00:00-05:00,139.1107940673828
21,2021-02-03 00:00:00-05:00,139.02345275878906
22,2021-02-04 00:00:00-05:00,138.72775268554688
23,2021-02-05 00:00:00-05:00,139.24452209472656
24,2021-02-06 00:00:00-05:00,139.23374938964844
25,2021-02-07 00:00:00-05:00,139.666259765625
26,2021-02-08 00:00:00-05:00,139.68258666992188
27,2021-02-09 00:00:00-05:00,139.5876007080078
28,2021-02-10 00:00:00-05:00,139.6691436767578
29,2021-02-11 00:00:00-05:00,139.78924560546875
30,2021-02-12 00:00:00-05:00,139.28524780273438
31,2021-02-13 00:00:00-05:00,138.87966918945312
32,2021-02-14 00:00:00-05:00,136.69065856933594
33,2021-02-15 00:00:00-05:00,136.54949951171875
34,2021-02-16 00:00:00-05:00,137.19595336914062
35,2021-02-17 00:00:00-05:00,136.42169189453125
36,2021-02-18 00:00:00-05:00,137.51881408691406
37,2021-02-19 00:00:00-05:00,138.89891052246094
38,2021-02-20 00:00:00-05:00,139.50741577148438
39,2021-02-21 00:00:00-05:00,138.9699249267578
40,2021-02-22 00:00:00-05:00,138.6775360107422
41,2021-02-23 00:00:00-05:00,138.59986877441406
42,2021-02-24 00:00:00-05:00,138.671630859375
43,2021-02-25 00:00:00-05:00,139.12112426757812
44,2021-02-26 00:00:00-05:00,139.98709106445312
45,2021-02-27 00:00:00-05:00,140.47531127929688
46,2021-02-28 00:00:00-05:00,140.27642822265625
47,2021-03-01 00:00:00-05:00,141.1104278564453
48,2021-03-02 00:00:00-05:00,140.6970672607422
49,2021-03-03 00:00:00-05:00,140.75404357910156
50,2021-03-04 00:00:00-05:00,141.33895874023438
51,2021-03-05 00:00:00-05:00,140.3861083984375
52,2021-03-06 00:00:00-05:00,141.60910034179688
53,2021-03-07 00:00:00-05:00,141.70034790039062
54,2021-03-08 00:00:00-05:00,141.4070587158203
55,2021-03-09 00:00:00-05:00,141.58436584472656
56,2021-03-10 00:00:00-05:00,141.20413208007812
57,2021-03-11 00:00:00-05:00,141.13409423828125
58,2021-03-12 00:00:00-05:00,141.06826782226562
59,2021-03-13 00:00:00-05:00,140.6348876953125
60,2021-03-14 00:00:00-05:00,141.44778442382812
61,2021-03-15 00:00:00-05:00,141.42771911621094
62,2021-03-16 00:00:00-05:00,141.74139404296875
63,2021-03-17 00:00:00-05:00,141.72189331054688
64,2021-03-18 00:00:00-05:00,141.49522399902344
65,2021-03-19 00:00:00-05:00,141.47821044921875
66,2021-03-20 00:00:00-05:00,141.64906311035156
67,2021-03-21 00:00:00-05:00,141.28543090820312
68,2021-03-22 00:00:00-05:00,141.2449188232422
69,2021-03-23 00:00:00-05:00,134.74960327148438
70,2021-03-24 00:00:00-05:00,133.28646850585938
71,2021-03-25 00:00:00-05:00,138.04995727539062
72,2021-03-26 00:00:00-05:00,136.94911193847656
73,2021-03-27 00:00:00-05:00,140.1084442138672
74,2021-03-28 00:00:00-05:00,141.27597045898438
75,2021-03-29 00:00:00-05:00,141.1381378173828
76,2021-03-30 00:00:00-05:00,140.26116943359375
77,2021-03-31 00:00:00-05:00,139.54859924316406
78,2021-04-01 00:00:00-05:00,139.64993286132812
79,2021-04-02 00:00:00-05:00,139.86634826660156
80,2021-04-03 00:00:00-05:00,140.27687072753906
81,2021-04-04 00:00:00-05:00,141.3031768798828
82,2021-04-05 00:00:00-05:00,141.93585205078125
83,2021-04-06 00:00:00-05:00,141.61679077148438
84,2021-04-07 00:00:00-05:00,141.9282989501953
85,2021-04-08 00:00:00-05:00,141.70729064941406
86,2021-04-09 00:00:00-05:00,141.74815368652344
87,2021-04-10 00:00:00-05:00,142.556396484375
88,2021-04-11 00:00:00-05:00,141.87393188476562
89,2021-04-12 00:00:00-05:00,143.13983154296875
90,2021-04-13 00:00:00-05:00,143.46531677246094
