,Date,LQD_close_price
0,2021-01-13 00:00:00-05:00,136.52
1,2021-01-14 00:00:00-05:00,137.2772979736328
2,2021-01-15 00:00:00-05:00,138.05039978027344
3,2021-01-16 00:00:00-05:00,138.771728515625
4,2021-01-17 00:00:00-05:00,139.5535125732422
5,2021-01-18 00:00:00-05:00,140.41551208496094
6,2021-01-19 00:00:00-05:00,141.35452270507812
7,2021-01-20 00:00:00-05:00,142.35842895507812
8,2021-01-21 00:00:00-05:00,143.4118194580078
9,2021-01-22 00:00:00-05:00,144.49124145507812
10,2021-01-23 00:00:00-05:00,145.5572509765625
11,2021-01-24 00:00:00-05:00,146.56790161132812
12,2021-01-25 00:00:00-05:00,147.4636688232422
13,2021-01-26 00:00:00-05:00,148.20326232910156
14,2021-01-27 00:00:00-05:00,148.79971313476562
15,2021-01-28 00:00:00-05:00,149.2705078125
16,2021-01-29 00:00:00-05:00,149.70596313476562
17,2021-01-30 00:00:00-05:00,150.09681701660156
18,2021-01-31 00:00:00-05:00,150.4669189453125
19,2021-02-01 00:00:00-05:00,150.7831268310547
20,2021-02-02 00:00:00-05:00,151.05369567871094
21,2021-02-03 00:00:00-05:00,151.22377014160156
22,2021-02-04 00:00:00-05:00,151.2395477294922
23,2021-02-05 00:00:00-05:00,151.00689697265625
24,2021-02-06 00:00:00-05:00,150.64300537109375
25,2021-02-07 00:00:00-05:00,150.2297821044922
26,2021-02-08 00:00:00-05:00,149.86940002441406
27,2021-02-09 00:00:00-05:00,149.58648681640625
28,2021-02-10 00:00:00-05:00,149.4575653076172
29,2021-02-11 00:00:00-05:00,149.5706787109375
30,2021-02-12 00:00:00-05:00,149.9210205078125
31,2021-02-13 00:00:00-05:00,150.42752075195312
32,2021-02-14 00:00:00-05:00,151.0487518310547
33,2021-02-15 00:00:00-05:00,151.7582550048828
34,2021-02-16 00:00:00-05:00,152.5529022216797
35,2021-02-17 00:00:00-05:00,153.43460083007812
36,2021-02-18 00:00:00-05:00,154.40489196777344
37,2021-02-19 00:00:00-05:00,155.46197509765625
38,2021-02-20 00:00:00-05:00,156.5990753173828
39,2021-02-21 00:00:00-05:00,157.80271911621094
40,2021-02-22 00:00:00-05:00,159.0499725341797
41,2021-02-23 00:00:00-05:00,160.3065643310547
42,2021-02-24 00:00:00-05:00,161.5287322998047
43,2021-02-25 00:00:00-05:00,162.6700439453125
44,2021-02-26 00:00:00-05:00,163.69825744628906
45,2021-02-27 00:00:00-05:00,164.6006622314453
46,2021-02-28 00:00:00-05:00,165.3870086669922
47,2021-03-01 00:00:00-05:00,166.07037353515625
48,2021-03-02 00:00:00-05:00,166.66448974609375
49,2021-03-03 00:00:00-05:00,167.1709747314453
50,2021-03-04 00:00:00-05:00,167.57887268066406
51,2021-03-05 00:00:00-05:00,167.85281372070312
52,2021-03-06 00:00:00-05:00,167.9585723876953
53,2021-03-07 00:00:00-05:00,167.88365173339844
54,2021-03-08 00:00:00-05:00,167.667236328125
55,2021-03-09 00:00:00-05:00,167.37269592285156
56,2021-03-10 00:00:00-05:00,167.0741424560547
57,2021-03-11 00:00:00-05:00,166.8431854248047
58,2021-03-12 00:00:00-05:00,166.74497985839844
59,2021-03-13 00:00:00-05:00,166.82106018066406
60,2021-03-14 00:00:00-05:00,167.080810546875
61,2021-03-15 00:00:00-05:00,167.50962829589844
62,2021-03-16 00:00:00-05:00,168.08753967285156
63,2021-03-17 00:00:00-05:00,168.79739379882812
64,2021-03-18 00:00:00-05:00,169.62876892089844
65,2021-03-19 00:00:00-05:00,170.57638549804688
66,2021-03-20 00:00:00-05:00,171.63729858398438
67,2021-03-21 00:00:00-05:00,172.80825805664062
68,2021-03-22 00:00:00-05:00,174.0828399658203
69,2021-03-23 00:00:00-05:00,175.4486541748047
70,2021-03-24 00:00:00-05:00,176.88465881347656
71,2021-03-25 00:00:00-05:00,178.35922241210938
72,2021-03-26 00:00:00-05:00,179.8312225341797
73,2021-03-27 00:00:00-05:00,181.2548065185547
74,2021-03-28 00:00:00-05:00,182.58839416503906
75,2021-03-29 00:00:00-05:00,183.80262756347656
76,2021-03-30 00:00:00-05:00,184.88406372070312
77,2021-03-31 00:00:00-05:00,185.83152770996094
78,2021-04-01 00:00:00-05:00,186.6486358642578
79,2021-04-02 00:00:00-05:00,187.3337860107422
80,2021-04-03 00:00:00-05:00,187.8744659423828
81,2021-04-04 00:00:00-05:00,188.24874877929688
82,2021-04-05 00:00:00-05:00,188.4397430419922
83,2021-04-06 00:00:00-05:00,188.451416015625
84,2021-04-07 00:00:00-05:00,188.31764221191406
85,2021-04-08 00:00:00-05:00,188.09658813476562
86,2021-04-09 00:00:00-05:00,187.85983276367188
87,2021-04-10 00:00:00-05:00,187.6790008544922
88,2021-04-11 00:00:00-05:00,187.61436462402344
89,2021-04-12 00:00:00-05:00,187.70587158203125
90,2021-04-13 00:00:00-05:00,187.9716033935547
