,QQQ_close,QQQ_return,QQQ_SMA50,QQQ_SMA200,QQQ_Vol,SPBO_close,SPBO_return,SPBO_SMA50,SPBO_SMA200,SPBO_Vol,VNQ_close,VNQ_return,VNQ_SMA50,VNQ_SMA200,VNQ_Vol,USO_close,USO_return,USO_SMA50,USO_SMA200,USO_Vol,PZA_close,PZA_return,PZA_SMA50,PZA_SMA200,PZA_Vol,VMBS_close,VMBS_return,VMBS_SMA50,VMBS_SMA200,VMBS_Vol,TLT_close,TLT_return,TLT_SMA50,TLT_SMA200,TLT_Vol
2011-08-03,56.8,0.009418873289496865,55.29846000000002,55.29846000000002,90357718,,,,,,57.75,-0.007390855964248932,60.60236600000001,60.60236600000001,4609037,35.87,-0.014289640010992088,38.07409800000002,38.07409800000002,13801006,23.779,0.009723991507430974,23.319260000000003,23.319260000000003,163809.0,51.6965,-0.00026107135950492744,51.36126400000002,51.36126400000002,11852.0,101.75,0.0021668472372697867,96.32969999999999,96.32969999999999,20379246
2011-08-04,54.19,-0.04595070422535208,55.25086000000002,55.25086000000002,107948678,,,,,,54.87,-0.04987012987012995,60.494566000000006,60.494566000000006,4379380,33.72,-0.05993866741009202,37.96249800000002,37.96249800000002,25580858,23.93,0.006350140880609034,23.333460000000006,23.333460000000006,213342.0,51.79,0.001808633079608768,51.37266400000002,51.37266400000002,5191.0,105.37,0.0355773955773957,96.51449999999998,96.51449999999998,29712456
2011-08-05,53.84,-0.0064587562280862265,55.19186000000003,55.19186000000003,185133597,,,,,,53.52,-0.02460360852925081,60.353966,60.353966,6430056,33.95,0.006820877817319326,37.84269800000002,37.84269800000002,21275705,23.86,-0.0029251984956122357,23.345260000000003,23.345260000000003,132316.0,51.81,0.00038617493724668606,51.38286400000002,51.38286400000002,6981.0,102.32,-0.02894562019550162,96.6471,96.6471,36487102
2011-08-08,50.62,-0.059806835066864905,55.061060000000026,55.061060000000026,184267190,,,,,,48.89,-0.08650971599402102,60.104566,60.104566,8645394,31.5152,-0.07171723122238594,37.68120200000002,37.68120200000002,26532222,23.74,-0.005029337803855838,23.354460000000003,23.354460000000003,354192.0,51.77,-0.0007720517274657501,51.39166400000002,51.39166400000002,5358.0,105.54,0.03146989835809233,96.82789999999999,96.82789999999999,34547504
2011-08-09,53.06,0.04820229158435407,55.06326000000003,55.06326000000003,168578291,,,,,,53.32,0.09061157700961342,59.937566,59.937566,7295321,31.63,0.0036426867035588284,37.51980200000002,37.51980200000002,29453962,23.76,0.0008424599831509116,23.364260000000005,23.364260000000005,190194.0,52.15,0.007340158392891594,51.41346400000002,51.41346400000002,10481.0,105.86,0.003032025772218949,97.01569999999998,97.01569999999998,38532998
2011-08-10,50.89,-0.04089709762532989,55.00486000000003,55.00486000000003,157140639,,,,,,52.1,-0.022880720180044944,59.725566,59.725566,7488219,31.793,0.00515333544103691,37.34566200000002,37.34566200000002,22748264,24.08,0.013468013468013407,23.380260000000003,23.380260000000003,295410.0,52.388,0.004563758389261707,51.43617400000002,51.43617400000002,6651.0,109.02,0.02985074626865658,97.2623,97.2623,43738827
2011-08-11,53.1,0.04342699941049322,55.01406000000003,55.01406000000003,116847069,,,,,,54.82,0.052207293666026944,59.604566000000005,59.604566000000005,4257914,33.3,0.04740037115088214,37.22126200000002,37.22126200000002,20901443,23.8,-0.011627906976744096,23.390660000000004,23.390660000000004,124109.0,52.42,0.0006108269069253769,51.45953400000002,51.45953400000002,9227.0,103.59,-0.049807374793615744,97.3813,97.3813,34439016
2011-08-12,53.57,0.008851224105461464,54.941460000000035,54.941460000000035,71564433,,,,,,54.79,-0.0005472455308281887,59.491366000000006,59.491366000000006,3952764,33.23,-0.0021021021021021546,37.09246200000002,37.09246200000002,11024317,23.87,0.002941176470588225,23.402260000000002,23.402260000000002,471150.0,52.41,-0.00019076688286923105,51.47953400000002,51.47953400000002,8840.0,105.57,0.019113814074717572,97.57649999999998,97.57649999999998,14803576
2011-08-15,54.3429,0.014427851409370973,54.90115800000003,54.90115800000003,61096424,,,,,,56.81,0.03686804161343327,59.414196000000004,59.414196000000004,2475961,34.24,0.030394222088474532,36.984262000000015,36.984262000000015,9527049,23.9,0.0012568077084205154,23.413660000000004,23.413660000000004,52094.0,52.08,-0.006296508299942771,51.49145400000002,51.49145400000002,5304.0,104.52,-0.00994600738846263,97.74029999999999,97.74029999999999,9236671
2011-08-16,53.88,-0.008518132083492058,54.94815800000003,54.94815800000003,80575240,,,,,,56.62,-0.0033444816053512794,59.350595999999996,59.350595999999996,2657772,33.83,-0.01197429906542069,36.880662000000015,36.880662000000015,12165984,23.82,-0.0033472803347279756,23.422660000000004,23.422660000000004,145162.0,52.0901,0.00019393241167442454,51.503176000000025,51.503176000000025,9681.0,106.25,0.01655185610409493,97.95309999999999,97.95309999999999,14542672
2011-08-17,53.58,-0.005567928730512373,54.90435800000003,54.90435800000003,75362292,,,,,,56.77,0.002649240551042098,59.277195999999996,59.277195999999996,2204704,34.02,0.005616316878510386,36.780062000000015,36.780062000000015,13462410,23.889,0.0028967254408061027,23.432640000000003,23.432640000000003,34900.0,52.38,0.005565356948825206,51.519836000000026,51.519836000000026,7949.0,108.06,0.017035294117647037,98.1933,98.1933,14126812
2011-08-18,50.97,-0.048712206047032414,54.90235800000002,54.90235800000002,112536537,,,,,,54.24,-0.04456579179143916,59.15680199999999,59.15680199999999,3334238,31.75,-0.06672545561434462,36.618462000000015,36.618462000000015,18448642,23.88,-0.0003767424337561831,23.442040000000002,23.442040000000002,97927.0,52.426,0.0008781977854142031,51.536356000000026,51.536356000000026,2391.0,110.28,0.02054414214325373,98.4633,98.4633,24670609
2011-08-19,50.05,-0.018049833235236457,54.87995800000002,54.87995800000002,86714343,,,,,,53.21,-0.018989675516224214,59.029201999999984,59.029201999999984,3215922,32.1372,0.012195275590551224,36.45860600000001,36.45860600000001,15957113,23.8801,4.187604690120139e-06,23.452242000000005,23.452242000000005,75789.0,52.37,-0.0010681722809293692,51.55455600000002,51.55455600000002,13255.0,111.23,0.008614435981138868,98.75949999999999,98.75949999999999,14285128
2011-08-22,50.2,0.0029970029970030065,54.87635800000002,54.87635800000002,67786307,,,,,,53.29,0.0015034767900770074,58.93300199999999,58.93300199999999,2169884,32.72,0.018134747271075335,36.331606000000015,36.331606000000015,13869780,23.95,0.0029271234207561836,23.463242000000005,23.463242000000005,103802.0,52.21,-0.003055184265800981,51.56975800000002,51.56975800000002,6245.0,110.89,-0.0030567292996493967,99.0349,99.0349,12586679
2011-08-23,52.27,0.041235059760956094,54.914158000000015,54.914158000000015,67042400,,,,,,54.61,0.024770125727153314,58.85780199999999,58.85780199999999,2589630,33.43,0.02169926650366749,36.23480600000002,36.23480600000002,16947607,23.89,-0.0025052192066805645,23.473442000000006,23.473442000000006,50708.0,52.216,0.00011492051331152275,51.58600800000002,51.58600800000002,10651.0,109.42,-0.013256380196591255,99.29039999999999,99.29039999999999,12771179
2011-08-24,52.68,0.007843887507174241,54.94715800000001,54.94715800000001,60127551,,,,,,55.34,0.013367515107123307,58.780001999999996,58.780001999999996,3041794,33.07,-0.010768770565360408,36.11400600000002,36.11400600000002,12496297,23.8097,-0.003361239012139028,23.483036000000006,23.483036000000006,97549.0,52.07,-0.0027960778305500256,51.60080800000002,51.60080800000002,11810.0,106.32,-0.028331200877353413,99.51299999999999,99.51299999999999,12507894
2011-08-25,51.85,-0.015755504935459297,54.98295800000001,54.98295800000001,77356046,,,,,,54.27,-0.019335019877123272,58.70020199999999,58.70020199999999,2289639,32.96,-0.003326277592984539,36.02160600000002,36.02160600000002,11536875,23.8,-0.000407396985262265,23.494396000000005,23.494396000000005,52588.0,51.965,-0.0020165162281543525,51.61222800000003,51.61222800000003,25118.0,107.44,0.010534236267870645,99.72359999999999,99.72359999999999,9621093
