,QQQ_close,QQQ_return,QQQ_SMA50,QQQ_SMA200,QQQ_Vol,SPBO_close,SPBO_return,SPBO_SMA50,SPBO_SMA200,SPBO_Vol,VNQ_close,VNQ_return,VNQ_SMA50,VNQ_SMA200,VNQ_Vol,USO_close,USO_return,USO_SMA50,USO_SMA200,USO_Vol,PZA_close,PZA_return,PZA_SMA50,PZA_SMA200,PZA_Vol,VMBS_close,VMBS_return,VMBS_SMA50,VMBS_SMA200,VMBS_Vol,TLT_close,TLT_return,TLT_SMA50,TLT_SMA200,TLT_Vol
2011-05-02,58.9924,,,,44312089,,,,,,61.9,,,,2324829,44.9395,,,,10740748,22.75,,,,208419.0,50.77,,,,9903.0,93.63,,,,4389946
2011-05-03,58.69,-0.005126084037944012,,,30746589,,,,,,61.39,-0.008239095315024203,,,1828226,44.12,-0.018235627899731988,,,14207198,22.82,0.0030769230769231992,,,83321.0,50.859,0.0017530037423674205,,,3887.0,94.15,0.005553775499305802,,,5952435
2011-05-04,58.6,-0.0015334810018742262,,,48174869,,,,,,61.05,-0.005538361296628214,,,1577434,43.26,-0.01949229374433359,,,13263494,22.94,0.005258545135845782,,,140827.0,50.8176,-0.0008140152185454053,,,3146.0,94.59,0.004673393520977065,,,6600138
2011-05-05,58.28,-0.00546075085324238,,,60501065,,,,,,60.97,-0.0013104013104012768,,,1846927,39.328,-0.09089227924179366,,,58446897,23.03,0.0039232781168265785,,,256741.0,50.988,0.003353168980825494,,,1731.0,95.46,0.009197589597208955,,,7990952
2011-05-06,58.48,0.0034317089910775866,,,59986642,,,,,,60.45,-0.008528784648187515,,,2121920,38.87,-0.011645646867372017,,,38637577,23.0,-0.0013026487190621605,,,109594.0,51.04,0.0010198478073271122,,,11474.0,95.0701,-0.004084433270479804,,,8701719
2011-05-09,58.68,0.0034199726402188713,,,37773579,,,,,,60.77,0.00529363110008263,,,963490,40.8884,0.051926935940313834,,,20986712,23.09,0.003913043478260825,,,66468.0,51.1272,0.001708463949843253,,,11320.0,94.97,-0.0010529072757891056,,,3288931
2011-05-10,54.58,-0.06987048398091344,,,32767694,,,,,,61.75,0.01612637814711193,,,1647864,41.07,0.00444135745101315,,,14426227,23.1,0.00043308791684726344,,,101247.0,51.058,-0.0013534869893129242,,,8513.0,94.31,-0.006949563019901017,,,4639999
2011-05-11,58.76,0.07658482960791502,,,47625485,,,,,,61.08,-0.010850202429149802,,,1696225,39.34,-0.04212320428536642,,,27560234,23.11,0.00043290043290045155,,,156206.0,50.9,-0.003094519957695163,,,58027.0,94.82,0.0054076980171773315,,,5275988
2011-05-12,59.11,0.005956432947583412,,,53990412,,,,,,61.15,0.0011460379829730805,,,1369503,39.27,-0.001779359430605032,,,28432214,23.12,0.00043271311120740563,,,167168.0,50.9,0.0,,,16003.0,94.24,-0.0061168529846024056,,,7146119
2011-05-13,53.86,-0.08881745897479276,,,55780382,,,,,,60.5,-0.010629599345870822,,,1449339,39.43,0.004074357015533492,,,19344175,23.12,0.0,,,200889.0,51.1212,0.0043457760314342675,,,5885.0,95.06,0.008701188455008557,,,7003447
2011-05-16,57.4,0.06572595618269594,,,48910971,,,,,,60.64,0.002314049586776834,,,2116850,38.5,-0.023586101952827843,,,14314043,23.1,-0.0008650519031141446,,,289156.0,51.15,0.0005633670571112415,,,1835.0,95.59,0.005575426046707355,,,5071458
2011-05-17,53.07,-0.07543554006968634,,,62987192,,,,,,60.6,-0.0006596306068601399,,,2164521,38.56,0.0015584415584415368,,,18866340,23.19,0.003896103896103842,,,91765.0,51.0951,-0.0010733137829911366,,,3222.0,96.57,0.010252118422429124,,,8337849
2011-05-18,58.02,0.09327303561334088,,,30186034,,,,,,61.2,0.00990099009900991,,,1294698,39.52,0.024896265560165887,,,14820483,23.2,0.00043122035360054767,,,59116.0,51.052,-0.000843525112975696,,,4819.0,95.29,-0.01325463394428894,,,6485656
2011-05-19,58.21,0.00327473285074098,,,31104357,,,,,,61.43,0.0037581699346405095,,,1315885,39.06,-0.011639676113360364,,,13163965,23.18,-0.0008620689655172153,,,86376.0,51.188,0.002663950481861743,,,4992.0,95.29,0.0,,,7417263
2011-05-20,57.79,-0.007215255110805785,,,34981907,,,,,,60.67,-0.012371805306853334,,,1325691,39.48,0.01075268817204278,,,18983318,23.23,0.002157031924072461,,,151536.0,51.32,0.002578729389700607,,,2421.0,95.33,0.00041977122468250805,,,4882323
2011-05-23,56.93,-0.014881467381899993,,,37559521,,,,,,60.04,-0.0103840448327015,,,1766071,38.46,-0.02583586626139811,,,16093198,23.25,0.0008609556607834801,,,79356.0,51.2,-0.002338269680436378,,,3137.0,95.75,0.004405748452743108,,,5803022
2011-05-24,56.57,-0.006323555243281209,,,32649860,,,,,,60.26,0.003664223850766035,,,1283209,39.3,0.021840873634945357,,,12797321,23.22,-0.001290322580645209,,,72236.0,51.22,0.0003906249999998668,,,2145.0,96.13,0.003968668407310583,,,4669077
2011-05-25,56.79,0.003888987095633789,,,31157390,,,,,,60.55,0.004812479256554925,,,1330020,39.94,0.016284987277353613,,,18923381,23.27,0.0021533161068045814,,,114664.0,51.3,0.0015618898867628683,,,4570.0,95.69,-0.004577135129512078,,,5132617
2011-05-26,57.16,0.00651523155485112,,,35187335,,,,,,61.36,0.01337737407101569,,,1056463,39.59,-0.00876314471707551,,,12077041,23.28,0.0004297378599056323,,,206116.0,51.33,0.0005847953216373547,,,9741.0,96.5,0.00846483436095724,,,7194440
2011-05-27,52.95,-0.07365290412876124,,,29263923,,,,,,61.67,0.005052151238591929,,,927076,39.7,0.00277847941399334,,,6897278,23.27,-0.0004295532646049205,,,128908.0,51.06,-0.005260081823494911,,,2156.0,96.47,-0.00031088082901553626,,,4895097
2011-05-31,53.81,0.01624173748819646,,,41202380,,,,,,62.7,0.016701799902707926,,,1586211,40.5,0.02015113350125941,,,9823831,23.28,0.0004297378599056323,,,201746.0,51.2525,0.003770074422248193,,,3644.0,96.69,0.0022805017103761926,,,6377316
2011-06-01,52.64,-0.021743170414421087,,,48775726,,,,,,60.87,-0.029186602870813427,,,2729130,39.52,-0.024197530864197403,,,11587861,23.28,0.0,,,279639.0,51.252,-9.755621676932336e-06,,,948.0,97.64,0.009825214603371712,,,11303353
2011-06-02,57.2,0.08662613981762912,,,41459625,,,,,,60.45,-0.00689995071463767,,,2040410,39.67,0.00379554655870451,,,15071889,23.29,0.00042955326460480947,,,249776.0,51.41,0.0030828065246233383,,,4726.0,95.81,-0.018742318721835294,,,13837140
2011-06-03,56.358,-0.014720279720279783,,,40148055,,,,,,60.6685,0.003614557485525305,,,1823081,39.65,-0.0005041593143434442,,,11075202,23.33,0.0017174753112922936,,,203889.0,51.484,0.0014394086753550805,,,9155.0,96.33,0.005427408412483015,,,8866456
2011-06-06,51.53,-0.08566663117924689,,,41546039,,,,,,59.8,-0.014315501454626456,,,1142220,39.01,-0.016141235813367016,,,10222085,23.37,0.0017145306472354793,,,255907.0,51.504,0.00038847020433530055,,,4670.0,95.61,-0.007474307069448738,,,7696960
2011-06-07,55.77,0.08228216572870184,,,35944220,,,,,,60.44,0.01070234113712365,,,1130733,39.05,0.0010253781081772662,,,8622502,23.39,0.0008557980316645786,,,177716.0,51.547,0.0008348866107485975,,,2850.0,96.05,0.004602029076456349,,,6599388
2011-06-08,51.07,-0.08427469965931511,,,44702264,,,,,,60.2597,-0.002983123759099815,,,1474881,39.83,0.019974391805377856,,,16736535,23.41,0.0008550662676356513,,,183682.0,51.6,0.0010281878673832345,,,2451.0,96.78,0.007600208224882943,,,7949951
2011-06-09,51.17,0.001958096729978598,,,36233241,,,,,,59.59,-0.01111356345949277,,,1341873,40.13,0.0075320110469496715,,,7764985,23.37,-0.0017086715079025483,,,47207.0,51.46,-0.002713178294573626,,,5358.0,96.42,-0.0037197768133911957,,,9432152
2011-06-10,50.38,-0.015438733632988089,,,48740616,,,,,,58.1,-0.025004195334787704,,,1952326,39.07,-0.026414153999501644,,,10987730,23.4,0.0012836970474967568,,,147747.0,51.4499,-0.00019626894675484063,,,6492.0,97.12,0.007259904584111299,,,6823239
2011-06-13,50.38,0.0,,,35019206,,,,,,58.37,0.00464716006884669,,,1684263,38.27,-0.020476068594829755,,,12135799,23.38,-0.0008547008547008517,,,132627.0,51.4035,-0.000901848205730249,,,3646.0,96.645,-0.0048908566721582725,,,4854278
2011-06-14,51.03,0.012901945216355681,,,36753578,,,,,,59.23,0.0147335960253554,,,1099227,39.11,0.021949307551606845,,,7485402,23.33,-0.002138579982891353,,,62913.0,51.33,-0.001429863725232794,,,7518.0,95.19,-0.015055098556573054,,,7247045
2011-06-15,50.06,-0.01900842641583378,,,54610847,,,,,,58.26,-0.016376836062806044,,,1717978,37.58,-0.03912042955765793,,,19684949,23.232,-0.004200600085726536,,,102787.0,51.394,0.001246834210013592,,,1657.0,96.91,0.01806912490807866,,,11494961
2011-06-16,49.87,-0.003795445465441527,,,54016093,,,,,,58.7201,0.00789735667696534,,,2055150,37.41,-0.004523682810005369,,,9632709,23.27,0.0016356749311294827,,,130635.0,51.2382,-0.003031482274195363,,,2821.0,97.38,0.00484986069549076,,,10118556
2011-06-17,49.71,-0.003208341688389793,,,58917610,,,,,,59.29,0.009705364943179529,,,1859135,36.63,-0.020850040096230815,,,12293673,23.3,0.0012892135797164528,,,74104.0,51.4,0.003157800234981023,,,5641.0,96.9,-0.004929143561306137,,,8917824
2011-06-20,54.07,0.08770871052102192,,,34341645,,,,,,60.02,0.012312362961713674,,,1833515,36.74,0.0030030030030030463,,,6098923,23.38,0.0034334763948498104,,,116801.0,51.36,-0.0007782101167315147,,,3434.0,97.0,0.0010319917440659854,,,6332540
2011-06-21,55.225,0.02136119844645834,,,46667167,,,,,,60.48,0.007664111962679021,,,1342330,36.79,0.0013609145345672147,,,9351442,23.32,-0.0025662959794695572,,,95492.0,51.301,-0.0011487538940809783,,,1095.0,96.61,-0.0040206185567009944,,,7068222
2011-06-22,54.835,-0.007062019013128085,,,33453246,,,,,,60.29,-0.0031415343915343064,,,2141662,37.1,0.00842620277249262,,,8530805,23.33,0.0004288164665522398,,,57539.0,51.49,0.003684138710746465,,,743.0,96.63,0.000207017907049023,,,5261432
2011-06-23,55.34,0.009209446521382336,,,70250950,,,,,,59.05,-0.02056725825178307,,,2521357,35.99,-0.029919137466307255,,,21820735,23.4,0.0030004286326619223,,,90026.0,51.5599,0.001357545154398787,,,7118.0,97.37,0.0076580772016972,,,7906276
2011-06-24,54.38,-0.017347307553306823,,,45009221,,,,,,58.55,-0.008467400508044065,,,2017503,35.81,-0.00500138927479854,,,11563571,23.35,-0.002136752136752018,,,64404.0,51.39,-0.0032951964608154416,,,1765.0,96.99,-0.003902639416658249,,,7354762
2011-06-27,55.24,0.015814637734461234,,,42185448,,,,,,58.85,0.00512382578992332,,,1195789,35.63,-0.005026528902541183,,,6988692,23.38,0.0012847965738755907,,,51134.0,51.45,0.0011675423234092097,,,4205.0,95.68,-0.01350654706670773,,,8537024
2011-06-28,56.07,0.015025343953656733,,,36046295,,,,,,59.32,0.007986406117247213,,,1211055,36.4399,0.022730844793713123,,,9074118,23.31,-0.0029940119760478723,,,68929.0,51.25,-0.0038872691933916625,,,17440.0,94.89,-0.008256688963210745,,,11061487
2011-06-29,56.3,0.004102015337970277,,,54222203,,,,,,59.95,0.010620364126770143,,,2012684,37.23,0.021682276844886994,,,14786198,23.28,-0.0012870012870012104,,,98130.0,51.08,-0.0033170731707317103,,,6643.0,94.25,-0.006744651701970694,,,10227132
2011-06-30,57.03,0.01296625222024872,,,41076847,,,,,,60.09,0.0023352793994995125,,,1701108,37.24,0.0002686005909213751,,,9429818,23.19,-0.0038659793814432852,,,119174.0,51.14,0.0011746280344557825,,,3358.0,94.1,-0.0015915119363395513,,,10899771
2011-07-01,57.91,0.015430475188497272,,,42489547,,,,,,61.15,0.017640206357130817,,,1511013,37.15,-0.0024167561761547773,,,9601049,23.21,0.0008624407072013174,,,72699.0,51.09,-0.000977708251857612,,,39383.0,93.6,-0.005313496280552554,,,6161976
2011-07-05,58.19,0.004835088931099962,,,40964412,,,,,,61.64,0.008013082583810283,,,1639514,37.96,0.02180349932705261,,,8404047,23.2,-0.00043084877208110495,,,98734.0,51.23,0.002740262282246997,,,11369.0,93.84,0.002564102564102555,,,3883255
2011-07-06,58.38,0.0032651658360542957,,,39890208,,,,,,62.09,0.007300454250486643,,,1505364,37.9,-0.0015806111696523573,,,6976507,23.23,0.001293103448275934,,,125331.0,51.223,-0.00013663868826852,,,5790.0,94.29,0.004795396419437381,,,4936018
2011-07-07,54.7,-0.06303528605686881,,,45327614,,,,,,62.86,0.012401352874858995,,,1435459,38.61,0.018733509234828416,,,12790808,23.15,-0.0034438226431339203,,,238565.0,51.15,-0.0014251410499189765,,,4234.0,94.05,-0.0025453388482342687,,,5882206
2011-07-08,54.55,-0.002742230347349328,,,47375834,,,,,,62.73,-0.0020680878141903225,,,1808319,37.78,-0.021497021497021485,,,8331657,23.19,0.0017278617710583255,,,475861.0,51.13,-0.0003910068426197233,,,17205.0,95.36,0.013928761297182346,,,9802620
2011-07-11,57.97,0.06269477543538038,,,42785961,,,,,,61.61,-0.017854296190020658,,,1848367,37.29,-0.012969825304393945,,,7493383,23.27,0.0034497628288054916,,,126786.0,51.37,0.0046939174652844695,,,15742.0,96.77,0.014786073825503232,,,7572894
2011-07-12,53.16,-0.0829739520441608,55.34500800000001,55.34500800000001,63401021,,,,,,61.88,0.004382405453660088,60.53476600000001,60.53476600000001,2030046,37.925,0.017028694019844304,38.832816,38.832816,10931046,23.4,0.005586592178770999,23.229840000000003,23.229840000000003,74539.0,51.311,-0.0011485302705859235,51.234922,51.234922,22492.0,97.13,0.003720161206985706,95.69890200000002,95.69890200000002,8377124
2011-07-13,57.73,0.08596689240030098,55.31976,55.31976,61242332,,,,,,61.26,-0.010019392372333624,60.52196600000001,60.52196600000001,1737393,38.36,0.01147000659195796,38.701226,38.701226,10438405,23.45,0.002136752136752129,23.243840000000006,23.243840000000006,106666.0,51.4385,0.002484847303696913,51.248292,51.248292,8999.0,97.38,0.0025738700710387086,95.77390200000002,95.77390200000002,12225079
2011-07-14,57.07,-0.011432530746578795,55.28736000000001,55.28736000000001,65568371,,,,,,60.66,-0.009794319294809006,60.50736600000001,60.50736600000001,1634005,37.53,-0.02163712200208545,38.569426,38.569426,9948187,23.38,-0.0029850746268657025,23.255040000000008,23.255040000000008,60721.0,51.49,0.0010011956025157698,51.260912,51.260912,3697.0,96.03,-0.013863216266173706,95.81150200000002,95.81150200000002,10250604
2011-07-15,57.84,0.013492202558261779,55.272160000000014,55.272160000000014,56659983,,,,,,61.37,0.011704582921200135,60.513766000000004,60.513766000000004,1487066,38.13,0.015987210231814597,38.466826000000005,38.466826000000005,9259797,23.27,-0.0047048759623610215,23.261640000000007,23.261640000000007,67599.0,51.3,-0.0036900369003690647,51.27056,51.27056,2799.0,96.16,0.0013537436217847532,95.84290200000001,95.84290200000001,6545839
2011-07-18,57.53,-0.005359612724758045,55.25716000000001,55.25716000000001,43251937,,,,,,60.91,-0.0074955189832165425,60.51256600000001,60.51256600000001,1232506,37.59,-0.014162077104642012,38.432066000000006,38.432066000000006,8268692,23.34,0.003008165019338316,23.267840000000007,23.267840000000007,93232.0,51.4,0.0019493177387914784,51.27880000000001,51.27880000000001,11290.0,95.24,-0.009567387687188011,95.838502,95.838502,6870068
2011-07-19,58.86,0.023118373022770644,55.26476000000002,55.26476000000002,50005601,,,,,,61.94,0.016910195370218428,60.54236600000001,60.54236600000001,1317445,38.26,0.017823889332269083,38.419866000000006,38.419866000000006,7413106,23.35,0.00042844901456740025,23.274840000000005,23.274840000000005,54306.0,51.49,0.0017509727626459082,51.287800000000004,51.287800000000004,7357.0,97.24,0.020999580008399743,95.8819,95.8819,12863469
2011-07-20,58.6,-0.004417261297995245,55.26316000000001,55.26316000000001,45274000,,,,,,62.39,0.007265095253471188,60.57476600000001,60.57476600000001,1349431,38.41,0.003920543648719299,38.370298000000005,38.370298000000005,6831589,23.312,-0.0016274089935760516,23.279280000000004,23.279280000000004,111546.0,51.45,-0.00077684987376192,51.294256000000004,51.294256000000004,8933.0,96.07,-0.012032085561497374,95.9039,95.9039,8753911
2011-07-21,58.995,0.006740614334470818,55.35146000000002,55.35146000000002,55865686,,,,,,62.89,0.008014104824491053,60.59756600000001,60.59756600000001,1328037,38.73,0.008331163759437654,38.32349800000001,38.32349800000001,8228032,23.25,-0.0026595744680851796,23.282280000000004,23.282280000000004,93358.0,51.42,-0.0005830903790087216,51.30149600000001,51.30149600000001,6619.0,95.35,-0.007494535234724653,95.92469999999999,95.92469999999999,10512699
2011-07-22,59.61,0.0104246122552758,55.36846000000001,55.36846000000001,39222636,,,,,,63.2,0.004929241532835249,60.639966,60.639966,1157331,38.94,0.005422153369481153,38.31549800000001,38.31549800000001,4763718,23.29,0.0017204301075268713,23.285880000000006,23.285880000000006,58916.0,51.28,-0.002722676001555846,51.30909600000001,51.30909600000001,14418.0,96.05,0.007341373885684455,95.94930000000001,95.94930000000001,4372930
2011-07-25,59.48,-0.0021808421405804523,55.37586000000001,55.37586000000001,45595156,,,,,,62.58,-0.009810126582278533,60.668566,60.668566,2381786,38.67,-0.006933744221879756,38.30349800000001,38.30349800000001,3845610,23.28,-0.0004293688278229624,23.28908000000001,23.28908000000001,99533.0,51.3625,0.001608814352574095,51.31834600000001,51.31834600000001,9636.0,95.04,-0.010515356585111824,95.96530000000001,95.96530000000001,9779814
2011-07-26,55.11,-0.07347007397444516,55.40086000000001,55.40086000000001,34884007,,,,,,62.72,0.0022371364653244186,60.712965999999994,60.712965999999994,1728882,38.8,0.0033617791569691136,38.29089800000001,38.29089800000001,8744283,23.3,0.0008591065292096189,23.292680000000008,23.292680000000008,121959.0,51.38,0.00034071550255543315,51.32352200000001,51.32352200000001,3985.0,95.65,0.006418350168350129,95.9771,95.9771,6366151
2011-07-27,58.09,0.05407367084013792,55.41466000000001,55.41466000000001,72262360,,,,,,60.96,-0.028061224489795866,60.719366,60.719366,1745339,37.97,-0.02139175257731951,38.28029800000001,38.28029800000001,9981905,23.25,-0.0021459227467811592,23.29568000000001,23.29568000000001,122469.0,51.175,-0.003989879330478896,51.324022000000014,51.324022000000014,9992.0,95.68,0.0003136434918975528,95.9789,95.9789,9875261
2011-07-28,53.78,-0.0741952143226029,55.428860000000014,55.428860000000014,58806706,,,,,,61.02,0.0009842519685039353,60.727766,60.727766,2064514,37.9,-0.0018435607058203685,38.26709800000001,38.26709800000001,4809825,23.23,-0.0008602150537634357,23.29648000000001,23.29648000000001,102528.0,51.3762,0.003931607230092782,51.329644000000016,51.329644000000016,9496.0,96.01,0.003448996655518455,95.96770000000001,95.96770000000001,6381010
2011-07-29,53.6,-0.0033469691335068497,55.340460000000014,55.340460000000014,74573024,,,,,,61.05,0.000491642084562427,60.72476600000001,60.72476600000001,1884515,37.41,-0.012928759894459185,38.22489800000002,38.22489800000002,7525494,23.3,0.0030133448127420692,23.29848000000001,23.29848000000001,100222.0,51.4045,0.0005508387152028948,51.336694000000016,51.336694000000016,13029.0,97.91,0.019789605249453057,96.0201,96.0201,16495160
2011-08-01,57.76,0.07761194029850738,55.331460000000014,55.331460000000014,76375076,,,,,,60.09,-0.015724815724815655,60.697966000000015,60.697966000000015,2551212,37.2,-0.005613472333600433,38.18769800000002,38.18769800000002,12974182,23.37,0.0030042918454935563,23.302280000000007,23.302280000000007,93963.0,51.53,0.0024414204982055043,51.34353400000002,51.34353400000002,99482.0,98.57,0.006740884485752163,96.0857,96.0857,13614293
2011-08-02,56.27,-0.02579639889196672,55.301060000000014,55.301060000000014,77303847,,,,,,58.18,-0.03178565485105678,60.64816600000001,60.64816600000001,3106364,36.39,-0.021774193548387166,38.12589800000002,38.12589800000002,9901095,23.55,0.007702182284980763,23.308680000000003,23.308680000000003,228981.0,51.71,0.0034931108092373098,51.351334000000016,51.351334000000016,50125.0,101.53,0.030029420716242372,96.2097,96.2097,18616086
