,Date,VMBS_close_price
0,2021-01-13 00:00:00-05:00,54.01
1,2021-01-14 00:00:00-05:00,53.8834114074707
2,2021-01-15 00:00:00-05:00,53.762474060058594
3,2021-01-16 00:00:00-05:00,53.67940902709961
4,2021-01-17 00:00:00-05:00,53.61375045776367
5,2021-01-18 00:00:00-05:00,53.560943603515625
6,2021-01-19 00:00:00-05:00,53.51890182495117
7,2021-01-20 00:00:00-05:00,53.48715591430664
8,2021-01-21 00:00:00-05:00,53.460304260253906
9,2021-01-22 00:00:00-05:00,53.4389533996582
10,2021-01-23 00:00:00-05:00,53.422607421875
11,2021-01-24 00:00:00-05:00,53.40903854370117
12,2021-01-25 00:00:00-05:00,53.398345947265625
13,2021-01-26 00:00:00-05:00,53.390377044677734
14,2021-01-27 00:00:00-05:00,53.381080627441406
15,2021-01-28 00:00:00-05:00,53.37436294555664
16,2021-01-29 00:00:00-05:00,53.36506271362305
17,2021-01-30 00:00:00-05:00,53.35673522949219
18,2021-01-31 00:00:00-05:00,53.348358154296875
19,2021-02-01 00:00:00-05:00,53.34111785888672
20,2021-02-02 00:00:00-05:00,53.331993103027344
21,2021-02-03 00:00:00-05:00,53.32465362548828
22,2021-02-04 00:00:00-05:00,53.31288146972656
23,2021-02-05 00:00:00-05:00,53.303009033203125
24,2021-02-06 00:00:00-05:00,53.295928955078125
25,2021-02-07 00:00:00-05:00,53.28732681274414
26,2021-02-08 00:00:00-05:00,53.279541015625
27,2021-02-09 00:00:00-05:00,53.27230453491211
28,2021-02-10 00:00:00-05:00,53.26618957519531
29,2021-02-11 00:00:00-05:00,53.26138687133789
30,2021-02-12 00:00:00-05:00,53.256919860839844
