timestamp,open,high,low,close,volume
1/22/2021,151.85,152.01,151.42,151.88,9507150
1/21/2021,151.44,151.75,151.1,151.39,8164729
1/20/2021,151.985,152.48,151.79,152.46,5368933
1/19/2021,151.62,152.36,151.505,152.31,9575571
1/15/2021,152.185,152.36,151.47,151.82,11624672
1/14/2021,152.58,152.64,150.79,151.22,14835458
1/13/2021,151.66,153.07,151.57,152.65,12533256
1/12/2021,150.79,151.16,149.925,150.95,11920226
1/11/2021,151,151.21,150.49,151.07,8380898
1/8/2021,151.48,151.96,150.66,151.32,13622819
1/7/2021,151.79,152.17,151.26,151.81,14651882
1/6/2021,153.82,153.85,152.29,153.16,22827290
1/5/2021,156.95,156.95,155.66,156.37,10458065
1/4/2021,156.67,158.18,156.535,157.54,13152865
12/31/2020,157.46,158.08,157.45,157.73,7742413
12/30/2020,156.82,157.53,156.68,157.5,9097313
12/29/2020,156.39,157.29,156.36,157.16,9030948
12/28/2020,156.38,157.45,156.095,157.36,7787029
12/24/2020,156.9,157.43,156.85,157.29,3117104
12/23/2020,156.62,156.69,155.46,156.67,9266649
12/22/2020,157.5634,157.83,157.08,157.76,7378508
12/21/2020,157.2,157.34,156.45,156.95,8988176
12/18/2020,157.12,157.38,156.18,156.33,6505271
12/17/2020,158.13,158.46,156.43,156.8,9422697
12/16/2020,156.58,157.89,156.39,157.38,9954190
12/15/2020,157.78,158.39,157.31,157.8,6847676
12/14/2020,157.49,158.69,157.11,158.33,7535875
12/11/2020,158.65,159.39,158.32,158.77,8136090
12/10/2020,157.24,158.29,156.83,158.21,10025124
12/9/2020,156.55,157.32,156.015,156.82,7750059
12/8/2020,157.57,158.07,157.2,157.34,7397240
12/7/2020,156.35,156.88,156.18,156.6,9316138
12/4/2020,155.69,155.785,154.77,155.2,12734642
12/3/2020,156.94,157.82,156.58,157.51,9626457
12/2/2020,156.88,156.93,155.48,156.25,12114580
12/1/2020,158.55,158.74,156.68,157.5,13651901
11/30/2020,160.03,160.53,159.76,160.02,13071557
11/27/2020,159.61,160.27,159.58,160.22,4708153
11/25/2020,159.25,159.91,158.62,158.68,9146000
11/24/2020,159.99,160.0218,159.01,159.17,10888639
11/23/2020,160.82,160.99,160.28,160.77,11304789
11/20/2020,160.525,161.54,160.39,161.51,7247351
11/19/2020,159.97,160.72,159.84,160.09,10623316
11/18/2020,159.44,159.57,158.35,159.27,10333345
11/17/2020,158.77,159.16,158.59,158.81,7444575
11/16/2020,157.73,158.28,157.61,157.78,6310397
11/13/2020,158.36,158.5,157.91,158.16,7345549
11/12/2020,156.94,158.4,156.71,158.37,16001553
11/11/2020,155.02,155.94,154.97,155.72,5888233
11/10/2020,154.96,155.81,154.78,155.16,12560977
11/9/2020,155.97,156.15,154.625,156.06,23245038
11/6/2020,159.618,159.915,158.94,159.41,12408432
11/5/2020,161.64,161.74,160.58,161.36,18537530
11/4/2020,161.64,162.17,160.54,161.08,21570835
11/3/2020,157.85,157.98,157.04,157.66,16228695
11/2/2020,158.7,159.19,158.33,158.58,10810494
10/30/2020,159.03,159.35,157.57,157.57,13095938
10/29/2020,160.73,160.83,158.47,159.14,11932379
10/28/2020,161.38,161.46,160.2,160.7,11765784
10/27/2020,160.23,160.7,159.895,160.55,6062330
10/26/2020,159.21,160.02,159.01,159.48,7227337
10/23/2020,156.81,158.21,156.75,158.01,8784136
10/22/2020,158.29,158.63,156.97,157.05,12665822
10/21/2020,158.79,159.37,158.37,158.7,10453705
10/20/2020,159.86,160.01,158.95,159.25,11189208
10/19/2020,160.5,160.98,160.05,160.78,9286787
10/16/2020,161.66,162.32,161.1,161.39,8418197
10/15/2020,163.04,163.19,161.64,161.84,9458911
10/14/2020,162.33,162.75,161.9674,162.12,6956736
10/13/2020,161.21,161.83,161.18,161.75,7914641
10/12/2020,160.43,160.68,160.11,160.6,3962045
10/9/2020,159.52,160.27,158.81,160.09,8441506
10/8/2020,159.97,160.25,159.655,160.12,8431544
10/7/2020,159.56,160.417,158.86,159.26,9429580
10/6/2020,159.33,161.405,158.68,160.43,22419358
10/5/2020,160.95,160.95,159.52,159.57,14726045
10/2/2020,163.61,163.67,162.18,162.75,8829140
10/1/2020,162.51,163.7401,162.1,163.36,11523874
9/30/2020,164,164,162.55,163.26,12970989
9/29/2020,164.8,165.24,164.56,164.84,10297950
9/28/2020,164.87,164.9,164.37,164.65,4470504
9/25/2020,165.11,165.42,164.71,165.12,5140298
9/24/2020,164.96,165.12,164.62,165.12,8278072
9/23/2020,164.3,164.53,163.48,164.49,6224763
9/22/2020,164.44,164.88,163.87,164.27,10524495
9/21/2020,164.89,165.4,164.135,164.4,11086895
9/18/2020,164.17,164.24,163.34,163.57,7246282
9/17/2020,164.9,164.96,163.801,164.08,7813922
9/16/2020,164.78,164.89,162.9804,163.58,8816914
9/15/2020,164.17,164.47,163.79,164.07,6928498
9/14/2020,164.79,165.08,164.23,164.47,4274947
9/11/2020,164.31,164.57,164.08,164.48,5458222
9/10/2020,162.46,164.35,161.95,164.13,8847742
9/9/2020,163.94,164.25,162.7582,163.3,9559005
9/8/2020,164.37,165.26,163.74,163.74,13790421
9/4/2020,164.41,164.6984,162.45,162.74,13780313
9/3/2020,165.75,167.24,165.44,165.89,16416624
9/2/2020,163.51,165.56,163.49,165.42,15167718
9/1/2020,161.76,164.07,161.18,163.86,10587634
8/31/2020,161.6,163.25,161.56,162.19,11388108
8/28/2020,161.77,162.05,160.64,161.12,8415402
8/27/2020,164.76,164.82,161.16,161.24,19860113
8/26/2020,164.05,164.325,163.28,164.03,8276618
8/25/2020,164.35,165.09,163.83,164.66,10518301
8/24/2020,166.32,166.97,165.86,165.93,6490666
8/21/2020,165.77,166.33,165.01,166.2,6836242
8/20/2020,165.39,165.65,164.93,165.21,10320126
8/19/2020,165.37,165.6101,163.3,163.73,12497748
8/18/2020,164.36,164.87,164.085,164.76,8140643
8/17/2020,163.97,164.46,163.43,163.59,6836004
8/14/2020,163.81,164.15,163.16,163.18,6398178
8/13/2020,165.31,165.58,163.165,163.82,12744712
8/12/2020,165.7,166.065,164.99,165.59,11745839
8/11/2020,167.17,167.49,165.875,167.105,19234202
8/10/2020,170.22,170.25,169.07,169.12,6408461
8/7/2020,171.28,171.5,169.58,169.88,8176856
8/6/2020,171.38,172.25,170.62,171.02,9481800
8/5/2020,170.06,170.56,169.69,170.07,6954183
8/4/2020,170.83,171.58,170.72,171.57,9878888
8/3/2020,169.24,169.99,168.97,169.95,9067756
7/31/2020,170.15,171.4554,169.94,171,8886264
7/30/2020,171.05,171.26,170.75,171.11,9376128
7/29/2020,170.05,170.39,168.98,169.99,6733733
7/28/2020,169.54,170.34,169.43,170.28,8520714
7/27/2020,170.25,170.3,168.99,169.11,6146734
7/24/2020,169.01,169.92,168.8695,169.74,7520837
7/23/2020,168.92,169.88,168.48,169.75,10471802
7/22/2020,168.26,168.46,167.69,167.79,6592084
7/21/2020,167.3,167.72,167.08,167.29,8455112
7/20/2020,167.51,167.62,166.8,167.19,6907518
7/17/2020,167.27,167.4,166.47,166.78,8552189
7/16/2020,167.4,167.77,167.04,167.13,9107383
7/15/2020,165.92,166.95,165.83,166.34,7840586
7/14/2020,167.93,168.14,166.98,167.12,11344635
7/13/2020,165.5,166.96,165.23,166.88,8054043
7/10/2020,167.95,168.21,166.16,166.33,8478267
7/9/2020,164.66,167.45,164.6,167.17,13375029
7/8/2020,164.32,164.92,163.83,164.55,7253913
7/7/2020,163.42,165.34,163.2,165.21,12791945
7/6/2020,162.33,163.02,161.75,162.92,7972547
7/2/2020,162.7,163.74,162.24,163.59,7600644
7/1/2020,162.81,163.56,162.15,163.42,13181247
6/30/2020,165.23,165.29,163.48,163.93,14841678
6/29/2020,164.85,165.27,164.38,164.73,7274571
6/26/2020,164.25,165.32,164.18,165.25,12119310
6/25/2020,164.21,164.35,163.4,163.5,10967984
6/24/2020,161.53,163.09,161.52,163.03,11436501
6/23/2020,161.48,162.06,161.12,161.3,9088580
6/22/2020,163.19,163.42,162.07,162.41,9319961
6/19/2020,161,162.5,160.91,162.39,8565778
6/18/2020,162.04,162.48,161.61,162.26,7691375
6/17/2020,160.27,160.77,159.34,160.56,7113900
6/16/2020,159.41,161.23,158.7,159.9,13701298
6/15/2020,163.89,164.22,162.14,162.39,7760836
6/12/2020,162.41,163.66,162.05,162.3,9716433
6/11/2020,163.25,164.23,162.63,163.88,17086373
6/10/2020,159.24,160.9,159.05,160.84,13135518
6/9/2020,159.05,159.64,158.3,158.49,9095265
6/8/2020,155.07,156.85,155.05,156.71,10346680
6/5/2020,154.61,156.16,153.16,156.11,17778549
6/4/2020,158.92,159.01,157.19,157.23,14038570
6/3/2020,160.18,160.33,158.94,159.54,12255736
6/2/2020,161.67,162.09,161.25,161.69,11517053
6/1/2020,162.1,162.44,161.67,162.28,13353301
5/29/2020,162.71,164.09,162.35,163.59,14662054
5/28/2020,161.96,162.57,161.66,162.43,10276172
5/27/2020,162.79,163.91,162.59,163.03,8047360
5/26/2020,163.71,163.79,162.98,163.33,8098939
5/22/2020,164.72,165.68,164.61,165.55,4956814
5/21/2020,164.86,165.36,164.29,164.56,8876136
5/20/2020,163.17,164.7,162.88,164.15,10927274
5/19/2020,162.52,163.7,162.48,163.66,8639263
5/18/2020,164.93,165.06,162.42,163.05,10073986
5/15/2020,168.3,168.49,166.33,166.71,7225634
5/14/2020,167.32,168.15,167.05,167.14,10080361
5/13/2020,165.09,166.29,164.83,165.52,13305576
5/12/2020,163.16,164.93,163.13,164.37,10057348
5/11/2020,163.66,164.22,162.1,162.7,8713747
5/8/2020,164.49,165.4,163.68,163.98,8130474
5/7/2020,163.56,166.37,163.34,166.14,9165455
5/6/2020,163.23,163.64,162.05,163.41,14721518
5/5/2020,165.57,166.27,165.27,166.09,7831916
5/4/2020,167.56,167.68,166.48,167.16,8300923
5/1/2020,167.5,168.11,166.44,167.95,10209421
4/30/2020,168.74,169.23,166.71,166.74,11606074
4/29/2020,169.53,170.26,167.96,168.71,8619566
4/28/2020,168.55,169.85,168.45,169.59,9905415
4/27/2020,169.66,169.75,167.44,167.66,9039484
4/24/2020,169.61,170.84,169.57,170.84,6211804
4/23/2020,169.87,170.93,169.61,170.44,5968584
4/22/2020,169.97,170.39,168.71,169.54,6230495
4/21/2020,171.93,172.15,170.78,171.29,7850725
4/20/2020,168.44,169.29,167.96,169.16,6462639
4/17/2020,169.82,170.84,167.27,167.81,8612119
4/16/2020,169.26,170.32,169.02,170.09,8265414
4/15/2020,166.8,168.6,166.74,168.18,10027752
4/14/2020,163.84,164.74,163.48,163.84,9019531
4/13/2020,164.75,165.71,163.88,163.88,8750297
4/9/2020,164.28,165.79,163.78,165.39,14260806
4/8/2020,165.11,166.19,164.13,165.09,10147077
4/7/2020,164.96,166.42,163.71,166.3,13811848
4/6/2020,167,168.27,166.53,168.06,9434786
4/3/2020,168.55,170.33,168.14,168.5,6570840
4/2/2020,168.83,169.22,167.26,168.1,5771227
4/1/2020,168.48,168.96,166.4,167.04,11334698
3/31/2020,165.7,166.92,164.56,164.97,11464935
3/30/2020,168.3,170.11,165.94,166.32,13473205
3/27/2020,165.52,168.25,164.59,167.7,12550007
3/26/2020,164,165.68,162.27,163.34,10576587
3/25/2020,163.59,166.68,161.62,162.54,10750564
3/24/2020,161.25,165.45,160.41,162.91,11948557
3/23/2020,157.5,166.69,156.57,166,19971809
3/20/2020,153.3,159.43,152.11,159.43,20863060
3/19/2020,146.95,153.45,145.25,148.28,21175266
3/18/2020,152.84,154.14,139.01,144.35,44628796
3/17/2020,163.5,165.63,152.71,152.98,18570872
3/16/2020,160.38,166.15,157.81,163.91,30496696
3/13/2020,155,158.2,152.19,153.94,19812859
3/12/2020,163.51,166.36,155.66,157.5,24361836
3/11/2020,165.43,167.03,155.63,156.53,29594066
3/10/2020,169.64,172.93,162.03,162.51,37728253
3/9/2020,179.1,179.7,170.34,171.29,41552819
3/6/2020,167.3,169.33,164.11,166.77,76288337
3/5/2020,157.13,158.82,156.81,158.52,17786220
3/4/2020,156.41,157.35,154.19,154.67,23463690
3/3/2020,153.81,159.7,152.36,156.33,38608024
3/2/2020,155.3,156.5,153.76,153.94,28152383
2/28/2020,154.45,155.98,154.16,155.31,45010774
2/27/2020,152.7,153.08,150.83,151.88,30687929
2/26/2020,149.95,151.72,149.58,150.25,22599515
2/25/2020,150.21,151.76,150.14,151.05,20802922
2/24/2020,150.83,150.96,150,150.25,15929281
