,Date,USO_close_price
0,2021-01-13 00:00:00-05:00,35.76
1,2021-01-14 00:00:00-05:00,35.34899139404297
2,2021-01-15 00:00:00-05:00,35.69389724731445
3,2021-01-16 00:00:00-05:00,35.377986907958984
4,2021-01-17 00:00:00-05:00,35.77075958251953
5,2021-01-18 00:00:00-05:00,35.45395278930664
6,2021-01-19 00:00:00-05:00,35.85410690307617
7,2021-01-20 00:00:00-05:00,35.53019714355469
8,2021-01-21 00:00:00-05:00,35.94059753417969
9,2021-01-22 00:00:00-05:00,35.6140022277832
10,2021-01-23 00:00:00-05:00,36.04098892211914
11,2021-01-24 00:00:00-05:00,35.69926452636719
12,2021-01-25 00:00:00-05:00,36.12716293334961
13,2021-01-26 00:00:00-05:00,35.77970886230469
14,2021-01-27 00:00:00-05:00,36.212928771972656
15,2021-01-28 00:00:00-05:00,35.85312271118164
16,2021-01-29 00:00:00-05:00,36.2930793762207
17,2021-01-30 00:00:00-05:00,35.923683166503906
18,2021-01-31 00:00:00-05:00,36.36124038696289
19,2021-02-01 00:00:00-05:00,35.97377014160156
20,2021-02-02 00:00:00-05:00,36.413002014160156
21,2021-02-03 00:00:00-05:00,36.01057052612305
22,2021-02-04 00:00:00-05:00,36.451541900634766
23,2021-02-05 00:00:00-05:00,36.043827056884766
24,2021-02-06 00:00:00-05:00,36.491817474365234
25,2021-02-07 00:00:00-05:00,36.081295013427734
26,2021-02-08 00:00:00-05:00,36.543922424316406
27,2021-02-09 00:00:00-05:00,36.13361358642578
28,2021-02-10 00:00:00-05:00,36.60065460205078
29,2021-02-11 00:00:00-05:00,36.182472229003906
30,2021-02-12 00:00:00-05:00,36.657344818115234
31,2021-02-13 00:00:00-05:00,36.23029708862305
32,2021-02-14 00:00:00-05:00,36.711936950683594
33,2021-02-15 00:00:00-05:00,36.27705764770508
34,2021-02-16 00:00:00-05:00,36.76565933227539
35,2021-02-17 00:00:00-05:00,36.323001861572266
36,2021-02-18 00:00:00-05:00,36.81876754760742
37,2021-02-19 00:00:00-05:00,36.36823654174805
38,2021-02-20 00:00:00-05:00,36.871395111083984
39,2021-02-21 00:00:00-05:00,36.41306686401367
40,2021-02-22 00:00:00-05:00,36.92380142211914
41,2021-02-23 00:00:00-05:00,36.45756912231445
42,2021-02-24 00:00:00-05:00,36.97608947753906
43,2021-02-25 00:00:00-05:00,36.501895904541016
44,2021-02-26 00:00:00-05:00,37.028385162353516
45,2021-02-27 00:00:00-05:00,36.54625701904297
46,2021-02-28 00:00:00-05:00,37.080997467041016
47,2021-03-01 00:00:00-05:00,36.59090042114258
48,2021-03-02 00:00:00-05:00,37.1340446472168
49,2021-03-03 00:00:00-05:00,36.635868072509766
50,2021-03-04 00:00:00-05:00,37.187496185302734
51,2021-03-05 00:00:00-05:00,36.680973052978516
52,2021-03-06 00:00:00-05:00,37.24112319946289
53,2021-03-07 00:00:00-05:00,36.725982666015625
54,2021-03-08 00:00:00-05:00,37.294681549072266
55,2021-03-09 00:00:00-05:00,36.770835876464844
56,2021-03-10 00:00:00-05:00,37.34831619262695
57,2021-03-11 00:00:00-05:00,36.81562042236328
58,2021-03-12 00:00:00-05:00,37.40204620361328
59,2021-03-13 00:00:00-05:00,36.860416412353516
60,2021-03-14 00:00:00-05:00,37.455936431884766
61,2021-03-15 00:00:00-05:00,36.90523910522461
62,2021-03-16 00:00:00-05:00,37.50999450683594
63,2021-03-17 00:00:00-05:00,36.9500732421875
64,2021-03-18 00:00:00-05:00,37.564205169677734
65,2021-03-19 00:00:00-05:00,36.99492263793945
66,2021-03-20 00:00:00-05:00,37.618595123291016
67,2021-03-21 00:00:00-05:00,37.039791107177734
68,2021-03-22 00:00:00-05:00,37.67314910888672
69,2021-03-23 00:00:00-05:00,37.08469009399414
70,2021-03-24 00:00:00-05:00,37.72787094116211
71,2021-03-25 00:00:00-05:00,37.12959289550781
72,2021-03-26 00:00:00-05:00,37.78276824951172
73,2021-03-27 00:00:00-05:00,37.17449951171875
74,2021-03-28 00:00:00-05:00,37.83782196044922
75,2021-03-29 00:00:00-05:00,37.219417572021484
76,2021-03-30 00:00:00-05:00,37.89304733276367
77,2021-03-31 00:00:00-05:00,37.26432800292969
78,2021-04-01 00:00:00-05:00,37.94842529296875
79,2021-04-02 00:00:00-05:00,37.309242248535156
80,2021-04-03 00:00:00-05:00,38.003971099853516
81,2021-04-04 00:00:00-05:00,37.354148864746094
82,2021-04-05 00:00:00-05:00,38.05968475341797
83,2021-04-06 00:00:00-05:00,37.3990592956543
84,2021-04-07 00:00:00-05:00,38.11558532714844
85,2021-04-08 00:00:00-05:00,37.443973541259766
86,2021-04-09 00:00:00-05:00,38.1716423034668
87,2021-04-10 00:00:00-05:00,37.4888916015625
88,2021-04-11 00:00:00-05:00,38.22789001464844
89,2021-04-12 00:00:00-05:00,37.53379440307617
90,2021-04-13 00:00:00-05:00,38.2842903137207
