,Date,VNQ_close_price
0,2021-01-13 00:00:00-05:00,84.31
1,2021-01-14 00:00:00-05:00,84.39793395996094
2,2021-01-15 00:00:00-05:00,84.48516845703125
3,2021-01-16 00:00:00-05:00,84.54576110839844
4,2021-01-17 00:00:00-05:00,84.59086608886719
5,2021-01-18 00:00:00-05:00,84.62428283691406
6,2021-01-19 00:00:00-05:00,84.65808868408203
7,2021-01-20 00:00:00-05:00,84.697998046875
8,2021-01-21 00:00:00-05:00,84.74237060546875
9,2021-01-22 00:00:00-05:00,84.78675842285156
10,2021-01-23 00:00:00-05:00,84.82849884033203
11,2021-01-24 00:00:00-05:00,84.87303161621094
12,2021-01-25 00:00:00-05:00,84.92097473144531
13,2021-01-26 00:00:00-05:00,84.97015380859375
14,2021-01-27 00:00:00-05:00,85.02357482910156
15,2021-01-28 00:00:00-05:00,85.08244323730469
16,2021-01-29 00:00:00-05:00,85.1471939086914
17,2021-01-30 00:00:00-05:00,85.21932983398438
18,2021-01-31 00:00:00-05:00,85.2926254272461
19,2021-02-01 00:00:00-05:00,85.36383056640625
20,2021-02-02 00:00:00-05:00,85.43643188476562
21,2021-02-03 00:00:00-05:00,85.51011657714844
22,2021-02-04 00:00:00-05:00,85.58421325683594
23,2021-02-05 00:00:00-05:00,85.65435791015625
24,2021-02-06 00:00:00-05:00,85.71739196777344
25,2021-02-07 00:00:00-05:00,85.779296875
26,2021-02-08 00:00:00-05:00,85.84288024902344
27,2021-02-09 00:00:00-05:00,85.90866088867188
28,2021-02-10 00:00:00-05:00,85.97476959228516
29,2021-02-11 00:00:00-05:00,86.039306640625
30,2021-02-12 00:00:00-05:00,86.1031494140625
31,2021-02-13 00:00:00-05:00,86.16665649414062
32,2021-02-14 00:00:00-05:00,86.22984313964844
33,2021-02-15 00:00:00-05:00,86.29278564453125
34,2021-02-16 00:00:00-05:00,86.35550689697266
35,2021-02-17 00:00:00-05:00,86.41807556152344
36,2021-02-18 00:00:00-05:00,86.4805908203125
37,2021-02-19 00:00:00-05:00,86.54305267333984
38,2021-02-20 00:00:00-05:00,86.60548400878906
39,2021-02-21 00:00:00-05:00,86.6678237915039
40,2021-02-22 00:00:00-05:00,86.73007202148438
41,2021-02-23 00:00:00-05:00,86.79217529296875
42,2021-02-24 00:00:00-05:00,86.85409545898438
43,2021-02-25 00:00:00-05:00,86.91578674316406
44,2021-02-26 00:00:00-05:00,86.97726440429688
45,2021-02-27 00:00:00-05:00,87.03849029541016
46,2021-02-28 00:00:00-05:00,87.09950256347656
47,2021-03-01 00:00:00-05:00,87.16027069091797
48,2021-03-02 00:00:00-05:00,87.22080993652344
49,2021-03-03 00:00:00-05:00,87.28114318847656
50,2021-03-04 00:00:00-05:00,87.3412857055664
51,2021-03-05 00:00:00-05:00,87.4012451171875
52,2021-03-06 00:00:00-05:00,87.46098327636719
53,2021-03-07 00:00:00-05:00,87.5204849243164
54,2021-03-08 00:00:00-05:00,87.5797348022461
55,2021-03-09 00:00:00-05:00,87.63874816894531
56,2021-03-10 00:00:00-05:00,87.69754028320312
57,2021-03-11 00:00:00-05:00,87.75611877441406
58,2021-03-12 00:00:00-05:00,87.81446838378906
59,2021-03-13 00:00:00-05:00,87.87260437011719
60,2021-03-14 00:00:00-05:00,87.93051147460938
61,2021-03-15 00:00:00-05:00,87.98819732666016
62,2021-03-16 00:00:00-05:00,88.045654296875
63,2021-03-17 00:00:00-05:00,88.10289001464844
64,2021-03-18 00:00:00-05:00,88.15989685058594
65,2021-03-19 00:00:00-05:00,88.2166748046875
66,2021-03-20 00:00:00-05:00,88.27322387695312
67,2021-03-21 00:00:00-05:00,88.32952117919922
68,2021-03-22 00:00:00-05:00,88.38558959960938
69,2021-03-23 00:00:00-05:00,88.44140625
70,2021-03-24 00:00:00-05:00,88.49700927734375
71,2021-03-25 00:00:00-05:00,88.55236053466797
72,2021-03-26 00:00:00-05:00,88.60748291015625
73,2021-03-27 00:00:00-05:00,88.66236877441406
74,2021-03-28 00:00:00-05:00,88.71701049804688
75,2021-03-29 00:00:00-05:00,88.77142333984375
76,2021-03-30 00:00:00-05:00,88.8255844116211
77,2021-03-31 00:00:00-05:00,88.87950897216797
78,2021-04-01 00:00:00-05:00,88.93319702148438
79,2021-04-02 00:00:00-05:00,88.98662567138672
80,2021-04-03 00:00:00-05:00,89.03982543945312
81,2021-04-04 00:00:00-05:00,89.0927734375
82,2021-04-05 00:00:00-05:00,89.14547729492188
83,2021-04-06 00:00:00-05:00,89.19793701171875
84,2021-04-07 00:00:00-05:00,89.25015258789062
85,2021-04-08 00:00:00-05:00,89.30210876464844
86,2021-04-09 00:00:00-05:00,89.35384368896484
87,2021-04-10 00:00:00-05:00,89.40531158447266
88,2021-04-11 00:00:00-05:00,89.45654296875
89,2021-04-12 00:00:00-05:00,89.50753784179688
90,2021-04-13 00:00:00-05:00,89.55825805664062
